t,temp_C,temp_seasonal,anomaly,z,rain_mm,wet,date
274,16.585991786632174,14.633403020700136,1.9525887659320378,0.6973531306900136,7.103599926619069,1,2025-10-01
275,16.32377645227059,14.48487275787722,1.838903694393369,0.6567513194262032,9.370163039415988,1,2025-10-02
276,18.699159705216456,14.335606173628198,4.3635535315882565,1.5584119755672345,2.8898726852808614,1,2025-10-03
277,17.01449663321873,14.185647498863421,2.828849134355309,1.0103032622697532,0.0,0,2025-10-04
278,13.350699297507223,14.035041169574594,-0.6843418720673708,-0.24440781145263246,8.078849418669853,1,2025-10-05
279,16.26797600005044,13.883831813667436,2.3841441863830015,0.8514800665653577,8.769283120683161,1,2025-10-06
280,18.819879624615083,13.73206423773747,5.0878153868776135,1.817076923884862,0.0,0,2025-10-07
281,14.786610924937353,13.579783413792853,1.2068275111444993,0.43100982540874977,4.82764640568483,1,2025-10-08
282,14.628091966300028,13.427034465928212,1.2010575003718151,0.4289491072756483,0.0,0,2025-10-09
283,11.777421660909518,13.273862656953387,-1.4964409960438685,-0.5344432128728102,0.0,0,2025-10-10
284,12.2761828822702,13.120313374981102,-0.844130492710901,-0.30147517596817897,0.0,0,2025-10-11
285,13.549707092557249,12.966432119977467,0.5832749725797807,0.20831249020706455,0.0,0,2025-10-12
286,14.40635886586913,12.81226449027937,1.5940943755897607,0.569319419853486,0.0,0,2025-10-13
287,15.166644266140672,12.6578561690827,2.5087880970579706,0.8959957489492753,0.0,0,2025-10-14
288,13.666608597745837,12.503252910905431,1.1633556868404065,0.41548417387157377,2.0629784725713955,1,2025-10-15
289,15.598777247381042,12.34850052802957,3.250276719351472,1.1608131140540972,0.0,0,2025-10-16
290,14.426705060379682,12.193644876926001,2.2330601834536807,0.7975214940906004,0.0,0,2025-10-17
291,14.075951147221872,12.038731844666199,2.037219302555674,0.7275783223413123,1.0913559148193512,1,2025-10-18
292,10.064417545815692,11.88380733532492,-1.8193897895092281,-0.6497820676818672,5.450244605118869,1,2025-10-19
293,11.206758827207231,11.728917256377827,-0.5221584291705957,-0.18648515327521278,0.0,0,2025-10-20
294,11.249604233856699,11.574107505098114,-0.3245032712414152,-0.11589402544336258,0.0,0,2025-10-21
295,11.350834853803176,11.419423954956153,-0.06858910115297603,-0.0244961075546343,8.194348297705911,1,2025-10-22
296,11.789001404248202,11.264912442026198,0.5240889622220041,0.18717462936500145,5.948212684208506,1,2025-10-23
297,13.15464397091593,11.110618751404157,2.044025219511773,0.7300090069684905,0.0,0,2025-10-24
298,10.460815233730148,10.956588603640496,-0.4957733699103477,-0.1770619178251242,2.2870669367122867,1,2025-10-25
299,10.938182724666987,10.802867641192236,0.13531508347475052,0.04832681552669662,5.747306171490002,1,2025-10-26
300,12.02822415826717,10.649501414898127,1.3787227433690423,0.492400979774658,4.495636098096158,1,2025-10-27
301,9.573289847724896,10.496535370480927,-0.9232455227560313,-0.3297305438414398,2.592875516737258,1,2025-10-28
302,9.980972516462467,10.34401483508088,-0.3630423186184127,-0.1296579709351474,7.272522392689201,1,2025-10-29
303,8.65303403852944,10.191985003824284,-1.5389509652948439,-0.5496253447481586,3.5044484681776855,1,2025-10-30
304,11.394687745433469,10.040490926431215,1.3541968190022553,0.4836417210722341,8.134366260264862,1,2025-10-31
305,11.58551557756704,9.889577493866312,1.6959380837007276,0.6056921727502599,0.0,0,2025-11-01
306,13.283382134978616,9.739289425036626,3.5440927099419905,1.2657473964078538,0.0,0,2025-11-02
307,11.58973226861241,9.589671253540432,2.000061015071978,0.7143075053828494,0.0,0,2025-11-03
308,9.96371738066559,9.44076731447097,0.522950066194621,0.18676788078379325,0.0,0,2025-11-04
309,8.704842591287493,9.292621731278993,-0.5877791399915002,-0.20992112142553582,0.0,0,2025-11-05
310,9.4920648763473,9.145278402698045,0.3467864736492551,0.1238523120175911,0.0,0,2025-11-06
311,7.888870270991061,8.998780989736318,-1.1099107187452562,-0.39639668526616295,2.156933273667934,1,2025-11-07
312,9.041195788019671,8.853172902738944,0.18802288528072686,0.06715103045740245,2.2737283220186972,1,2025-11-08
313,8.682045430181018,8.70849728852458,-0.026451858343561035,-0.009447092265557512,5.762775285635291,1,2025-11-09
314,6.790192625539959,8.564797017600071,-1.7746043920601124,-0.6337872828786116,2.854866921685113,1,2025-11-10
315,9.846415339919144,8.422114671456995,1.4243006684621482,0.508678810165053,5.7725920924770895,1,2025-11-11
316,9.139917034892855,8.280492529953863,0.8594245049389918,0.3069373231924971,0.38479580499018096,1,2025-11-12
317,8.690939505857887,8.13997255878765,0.5509669470702375,0.19677390966794198,0.5239643264121974,1,2025-11-13
318,6.524841211248045,8.00059639705848,-1.4757551858104347,-0.5270554235037267,3.075782741472444,1,2025-11-14
319,5.62448835024717,7.862405344931064,-2.2379169946838937,-0.7992560695299621,8.038420160636646,1,2025-11-15
320,6.4152054421504605,7.725440351396551,-1.3102349092460905,-0.46794103901646095,1.03187195486739,1,2025-11-16
321,8.743363344175636,7.589742002138467,1.1536213420371686,0.4120076221561317,3.7868708944049474,1,2025-11-17
322,7.608487069138562,7.455350507506316,0.15313656163224565,0.05469162915437345,5.430323969150491,1,2025-11-18
323,7.6027035053638095,7.322305690600361,0.2803978147634481,0.10014207670123147,9.590278235881756,1,2025-11-19
324,10.143185255844866,7.190646975471193,2.9525382803736724,1.0544779572763117,2.13281129479644,1,2025-11-20
325,8.530420492621158,7.06041337543753,1.470007117183628,0.5250025418512957,1.3111608216096657,1,2025-11-21
326,10.158933277628705,6.931643481525732,3.227289796102972,1.1526034986082043,0.35320550985299176,1,2025-11-22
327,13.591451781115266,6.8043754510344545,6.7870763300808115,2.4239558321717185,2.0832936628698246,1,2025-11-23
328,13.955352537625199,6.678646996227797,7.276705541397403,2.59882340764193,0.0,0,2025-11-24
329,11.71354917682642,6.554495373160361,5.15905380366606,1.8425192155950216,0.0,0,2025-11-25
330,11.363642131743973,6.4319573706374715,4.931684761106502,1.7613159861094652,0.0,0,2025-11-26
331,7.478779547111104,6.3110692993138615,1.1677102477972428,0.417039374213301,3.2093271777068497,1,2025-11-27
332,4.283618174918715,6.191866980934049,-1.9082488060153335,-0.681517430719762,0.0,0,2025-11-28
333,6.087056081910957,6.074385737717561,0.012670344193395522,0.004525122926212687,0.0,0,2025-11-29
334,3.9220339880518713,5.958660381892218,-2.036626393840347,-0.7273665692286955,0.0,0,2025-11-30
335,1.618603489518641,5.844725205378505,-4.226121715859864,-1.5093291842356658,0.0,0,2025-12-01
336,0.24934841552122755,5.732613969628151,-5.483265554106923,-1.9583091264667585,0.0,0,2025-12-02
337,-0.8308309947372194,5.622359895619864,-6.453190890357083,-2.304711032270387,0.0,0,2025-12-03
338,0.7108362436500348,5.513995654015252,-4.803159410365217,-1.7154140751304348,0.0,0,2025-12-04
339,4.935543419148319,5.4075533554777895,-0.4720099363294712,-0.16857497726052545,0.0,0,2025-12-05
340,5.080455985491928,5.303064541157754,-0.22260855566582677,-0.07950305559493814,0.0,0,2025-12-06
341,5.146848575234842,5.2005601733458775,-0.053711598111035555,-0.01918271361108413,0.0,0,2025-12-07
342,3.329818940602509,5.100070626298569,-1.7702516856960597,-0.63223274489145,0.0,0,2025-12-08
343,-0.5453258940660293,5.0016256772373575,-5.546951571303387,-1.9810541326083526,0.0,0,2025-12-09
344,0.41820344034159884,4.905254497525271,-4.487051057183672,-1.6025182347084543,1.17824848973956,1,2025-12-10
345,2.1188168761077915,4.810985644022716,-2.692168767914924,-0.9614888456839016,0.0,0,2025-12-11
346,4.367750857025092,4.718847050625474,-0.351096193600382,-0.12539149771442215,0.0,0,2025-12-12
347,3.4264226017645996,4.628866019987279,-1.2024434182226793,-0.4294440779366712,0.0,0,2025-12-13
348,4.162031855639171,4.541069215429466,-0.3790373597902948,-0.135370485639391,3.975697177987329,1,2025-12-14
349,3.0476548317636842,4.455482653040031,-1.4078278212763464,-0.5027956504558381,4.340879127272907,1,2025-12-15
350,3.095047491912945,4.37213169396452,-1.277084202051575,-0.45610150073270533,0.0,0,2025-12-16
351,2.757918890370841,4.2910410368909675,-1.5331221465201263,-0.547543623757188,0.0,0,2025-12-17
352,6.7547868384965355,4.212234710731146,2.542552127765389,0.9080543313447819,0.0,0,2025-12-18
353,7.015935580767101,4.135736067500273,2.880199513266828,1.0286426833095814,2.751484102101549,1,2025-12-19
354,5.394068095372184,4.061567775397317,1.3325003199748666,0.47589297141959525,0.0,0,2025-12-20
355,3.129559151360013,3.98975181208791,-0.8601926607278969,-0.3072116645456775,0.0,0,2025-12-21
356,4.403569854946679,3.9203094581918965,0.4832603967547824,0.17259299884099372,0.0,0,2025-12-22
357,2.7349843446279287,3.8532612909774233,-1.1182769463494948,-0.39938462369624816,0.0,0,2025-12-23
358,3.2556637696115667,3.7886271782634537,-0.5329634086518873,-0.1903440745185312,0.0,0,2025-12-24
359,7.2139111282479345,3.726426272532507,3.487484855715428,1.245530305612653,3.850671375680055,1,2025-12-25
360,6.735420639766492,3.6666770052553517,3.06874363451114,1.0959798694682643,10.579883113358761,1,2025-12-26
361,6.183280214354292,3.60939708142938,2.5738831329249123,0.9192439760446116,0.0,0,2025-12-27
362,3.6566201260211164,3.5546034743322235,0.10201665168889296,0.036434518460318914,0.0,0,2025-12-28
363,4.253534796856901,3.5023124204922063,0.7512223763646939,0.26829370584453355,0.0,0,2025-12-29
364,7.264436578834991,3.4525394148771156,3.811897163957876,1.36139184427067,0.9640157138776747,1,2025-12-30
365,4.725950060764069,3.405299206302704,1.3206508544613653,0.47166101945048766,0.0,0,2025-12-31
366,3.8637736618528233,3.360605793062298,0.5031678687905254,0.17970281028233054,0.0,0,2026-01-01
367,4.809070725787558,3.318472418778809,1.4905983070087492,0.5323565382174105,0.0,0,2026-01-02
368,3.377948107176636,3.2789115684803445,0.09903653869629148,0.03537019239153267,0.0,0,2026-01-03
369,-1.216711879825847,3.2419349649006435,-4.45864684472649,-1.5923738731166037,7.531568241097544,1,2026-01-04
370,2.1379767957124494,3.207553565005364,-1.0695767692929148,-0.38199170331889815,1.1229066587885626,1,2026-01-05
371,3.3696852949534946,3.1757775567453113,0.1939077382081834,0.0692527636457798,0.0,0,2026-01-06
372,0.7013613718708935,3.146616356037512,-2.4452549841666187,-0.8733053514880782,0.0,0,2026-01-07
373,2.651600959975889,3.1200786039750863,-0.4684776439991971,-0.16731344428542755,3.2265343569988483,1,2026-01-08
374,0.8090229241125226,3.0961721642667026,-2.28714924015418,-0.8168390143407787,0.7979337246903802,1,2026-01-09
375,-0.8979063592576297,3.0749041209063908,-3.9728104801640205,-1.4188608857728646,0.0,0,2026-01-10
376,5.470254396680655,3.0562807760743986,2.413973620606257,0.8621334359308062,0.0,0,2026-01-11
377,6.6420718153615175,3.0403076482697227,3.601764167091795,1.2863443453899268,3.94612135203811,1,2026-01-12
378,2.3693127248985983,3.026989470674865,-0.6576767457762664,-0.2348845520629523,4.63268270121548,1,2026-01-13
379,1.1972018719030784,3.0163301897532726,-1.8191283178501942,-0.649688684946498,0.0,0,2026-01-14
380,4.04381077358524,3.00833296407993,1.03547780950531,0.3698135033947536,0.0,0,2026-01-15
381,7.1865432222590595,3.0030001634053995,4.18354305885366,1.4941225210191644,2.739895258816667,1,2026-01-16
382,4.648719225119427,3.00033336795361,1.648385857165817,0.5887092347020775,3.371906864341269,1,2026-01-17
383,2.877235017812824,3.00033336795361,-0.12309835014078652,-0.04396369647885233,0.0,0,2026-01-18
384,0.8616359183012392,3.0030001634053995,-2.1413642451041603,-0.7647729446800573,0.0,0,2026-01-19
385,1.597290039475531,3.00833296407993,-1.411042924604399,-0.5039439016444283,2.149950916922572,1,2026-01-20
386,5.086633909632912,3.0163301897532726,2.070303719879639,0.7393941856712997,3.645255834999129,1,2026-01-21
387,2.50181061766264,3.026989470674865,-0.5251788530122246,-0.1875638760757945,0.0,0,2026-01-22
388,-2.9136186056927906,3.0403076482697227,-5.953926253962513,-2.1264022335580406,0.0,0,2026-01-23
389,-5.308239609303753,3.056280776074397,-8.36452038537815,-2.987328709063625,6.793998781124233,1,2026-01-24
390,-5.08074003215652,3.0749041209063908,-8.15564415306291,-2.9127300546653254,17.748255269344266,1,2026-01-25
391,-0.6031975563556466,3.0961721642667026,-3.6993697206223493,-1.3212034716508392,5.764509023146824,1,2026-01-26
392,1.9185374240837663,3.1200786039750863,-1.20154117989132,-0.42912184996118574,2.0000714621439495,1,2026-01-27
393,3.2821923896998646,3.146616356037512,0.13557603366235216,0.04842001202226863,6.6566625767079195,1,2026-01-28
394,3.403086538916584,3.1757775567453113,0.22730898217127243,0.08118177934688302,1.3351478801814431,1,2026-01-29
395,1.7613704820203158,3.207553565005364,-1.4461830829850484,-0.5164939582089458,0.0,0,2026-01-30
396,-0.7736082281061183,3.2419349649006417,-4.01554319300676,-1.4341225689309858,0.0,0,2026-01-31
397,-1.5919963626658653,3.2789115684803427,-4.870907931146208,-1.7396099754093601,5.617222576311001,1,2026-02-01
398,1.1024697156844212,3.318472418778809,-2.2160027030943876,-0.7914295368194242,0.0,0,2026-02-02
399,2.6377662427480324,3.3606057930623,-0.7228395503142675,-0.25815698225509554,0.0,0,2026-02-03
400,4.597497241579459,3.4052992063027023,1.1921980352767565,0.4257850125988416,3.1402089700187577,1,2026-02-04
401,2.1393442342619378,3.4525394148771156,-1.3131951806151778,-0.468998278791135,0.0,0,2026-02-05
402,4.004699061998048,3.5023124204922045,0.5023866415058433,0.17942380053780121,0.0,0,2026-02-06
403,5.062486699693611,3.5546034743322217,1.5078832253613896,0.5385297233433535,0.0,0,2026-02-07
404,2.1033643892356215,3.60939708142938,-1.5060326921937583,-0.537868818640628,0.0,0,2026-02-08
405,1.6924187431658702,3.6666770052553517,-1.9742582620894815,-0.7050922364605292,0.0,0,2026-02-09
406,0.6940344838980939,3.726426272532505,-3.032391788634411,-1.0829970673694327,0.0,0,2026-02-10
407,2.0161059887468635,3.7886271782634537,-1.7725211895165902,-0.6330432819702109,5.7414038752755445,1,2026-02-11
408,7.942894246062838,3.8532612909774215,4.089632955085416,1.4605831982447914,13.342555241800552,1,2026-02-12
409,8.54812144785372,3.9203094581918982,4.627811989661822,1.6527899963077937,1.500413445994874,1,2026-02-13
410,8.764517823526614,3.9897518120879116,4.774766011438701,1.705273575513822,2.309007504795448,1,2026-02-14
411,9.582482627691927,4.061567775397318,5.520914852294609,1.9717553043909322,4.0365119678561205,1,2026-02-15
412,6.701684392962692,4.1357360675002734,2.5659483254624185,0.9164101162365781,0.0,0,2026-02-16
413,7.1884151648921035,4.2122347107311455,2.976180454160958,1.0629215907717708,0.0,0,2026-02-17
414,7.098401497881355,4.291041036890967,2.8073604609903877,1.0026287360679957,0.0,0,2026-02-18
415,6.657190532691815,4.372131693964519,2.285058838727296,0.8160924424026057,2.7356098847803176,1,2026-02-19
416,6.0166763214356225,4.455482653040029,1.5611936683955936,0.5575691672841406,6.866083855635898,1,2026-02-20
417,7.65775168956519,4.541069215429465,3.1166824741357253,1.113100883619902,7.807036790100429,1,2026-02-21
418,6.832648479236784,4.628866019987278,2.2037824592495068,0.787065164017681,0.9249611319089377,1,2026-02-22
419,3.808534572864856,4.718847050625475,-0.9103124777606191,-0.32511159920022115,0.0,0,2026-02-23
420,7.188391859556393,4.810985644022717,2.3774062155336773,0.8490736484048848,1.729417359089064,1,2026-02-24
421,8.468057020971381,4.905254497525272,3.5628025234461087,1.2724294726593246,0.0,0,2026-02-25
422,8.758370557215304,5.001625677237358,3.756744879977947,1.341694599992124,0.0,0,2026-02-26
423,11.137799143057808,5.100070626298567,6.037728516759242,2.156331613128301,3.5712308558151724,1,2026-02-27
424,4.1412693439141055,5.200560173345877,-1.059290829431771,-0.37831815336848973,0.0,0,2026-02-28
425,0.906029317426511,5.303064541157752,-4.397035223731241,-1.5703697227611577,0.0,0,2026-03-01
426,4.7366423395192445,5.407553355477788,-0.6709110159585427,-0.239611077128051,0.0,0,2026-03-02
427,6.591178190759767,5.513995654015247,1.0771825367445202,0.3847080488373287,0.0,0,2026-03-03
428,6.581665606332145,5.6223598956198595,0.9593057107122855,0.34260918239724486,3.8967321617631345,1,2026-03-04
429,5.911096570371074,5.732613969628146,0.1784826007429276,0.06374378597961701,0.0,0,2026-03-05
430,3.6316392837223237,5.844725205378506,-2.213085921656182,-0.7903878291629222,0.0,0,2026-03-06
431,3.1027223910389496,5.958660381892216,-2.855937990853266,-1.0199778538761666,0.0,0,2026-03-07
432,1.8495508357823676,6.07438573771756,-4.224834901935193,-1.5088696078339976,0.0,0,2026-03-08
433,-1.5059161034358883,6.19186698093405,-7.697783084369938,-2.749208244417835,7.301217012015293,1,2026-03-09
434,0.573508454995256,6.311069299313861,-5.737560844318605,-2.0491288729709303,2.103924917850809,1,2026-03-10
435,0.7882083503653501,6.431957370637471,-5.6437490202721206,-2.015624650097186,1.7015955203194784,1,2026-03-11
436,-1.1197302609108704,6.554495373160355,-7.674225634071226,-2.740794869311152,16.823768185580402,1,2026-03-12
437,0.4773068486059211,6.678646996227796,-6.201340147621875,-2.214764338436384,0.0,0,2026-03-13
438,3.4380687314327374,6.80437545103445,-3.3663067196017127,-1.2022523998577546,0.0,0,2026-03-14
439,3.9705761618577604,6.9316434815257315,-2.961067319667971,-1.0575240427385613,7.036059742002342,1,2026-03-15
440,8.381752069812947,7.060413375437522,1.321338694375426,0.47190667656265217,0.0,0,2026-03-16
441,8.405799967795186,7.190646975471194,1.215152992323992,0.43398321154428293,0.0,0,2026-03-17
442,10.13694294915836,7.322305690600359,2.8146372585580006,1.0052275923421432,0.0,0,2026-03-18
443,11.835226244885227,7.455350507506318,4.379875737378908,1.5642413347781816,0.0,0,2026-03-19
444,10.582587640017575,7.589742002138466,2.9928456378791086,1.0688734420996817,0.0,0,2026-03-20
445,8.60368414551675,7.725440351396548,0.8782437941202019,0.31365849790007216,0.0,0,2026-03-21
446,8.232234459860967,7.862405344931059,0.3698291149299078,0.13208182676068136,0.0,0,2026-03-22
447,12.661776558795836,8.00059639705848,4.661180161737356,1.6647072006204844,0.0,0,2026-03-23
448,8.425365052004562,8.139972558787644,0.28539249321691695,0.1019258904346132,0.0,0,2026-03-24
449,5.510003913091195,8.280492529953861,-2.7704886168626657,-0.989460220308095,0.0,0,2026-03-25
450,5.743609382711112,8.42211467145699,-2.6785052887458787,-0.9566090316949567,0.0,0,2026-03-26
451,7.714925876451381,8.564797017600073,-0.8498711411486923,-0.3035254075531044,0.0,0,2026-03-27
452,5.611291767767359,8.708497288524576,-3.097205520757218,-1.1061448288418636,0.0,0,2026-03-28
453,11.70647969165037,8.853172902738946,2.8533067889114254,1.0190381388969376,0.0,0,2026-03-29
454,11.536502785804988,8.998780989736316,2.537721796068671,0.9063292128816682,0.0,0,2026-03-30
455,9.436880053267007,9.145278402698047,0.29160165056896004,0.10414344663177144,0.0,0,2026-03-31
456,8.671134756358217,9.292621731278988,-0.6214869749207699,-0.22195963390027498,0.0,0,2026-04-01
457,8.455958475370693,9.440767314470968,-0.9848088391002755,-0.3517174425358127,0.0,0,2026-04-02
458,9.028880729837619,9.589671253540427,-0.5607905237028078,-0.20028232989385994,0.0,0,2026-04-03
459,9.872626108014632,9.739289425036624,0.13333668297800844,0.0476202439207173,0.0,0,2026-04-04
460,11.411751343140729,9.889577493866305,1.5221738492744237,0.5436335175980085,2.3814863053464665,1,2026-04-05
461,10.359092461337132,10.04049092643121,0.31860153490592247,0.11378626246640089,0.0,0,2026-04-06
462,14.648013472620907,10.191985003824282,4.456028468796624,1.591438738855937,3.3790186169069667,1,2026-04-07
463,19.334531029257363,10.34401483508088,8.990516194176482,3.2108986407773155,9.265709857741522,1,2026-04-08
464,18.055192340018813,10.496535370480924,7.558656969537891,2.6995203462635327,0.9834518270695114,1,2026-04-09
465,15.434096301660617,10.649501414898126,4.784594886762492,1.7087838881294615,2.149312175322457,1,2026-04-10
466,16.761453586837003,10.802867641192233,5.95858594564477,2.1280664091588464,0.0,0,2026-04-11
467,17.601396668537312,10.956588603640494,6.644808064896816,2.373145737463149,0.0,0,2026-04-12
468,11.377863933355378,11.11061875140415,0.26724518195122826,0.09544470783972439,4.351293981260131,1,2026-04-13
469,9.46500695942045,11.264912442026194,-1.7999054826057452,-0.642823386644909,7.690271058678612,1,2026-04-14
470,12.591974014844636,11.419423954956153,1.172550059888483,0.41876787853160113,4.207389793359667,1,2026-04-15
471,14.437461966152576,11.574107505098109,2.8633544610544663,1.022626593233738,4.611601023495536,1,2026-04-16
472,12.405365927803636,11.728917256377825,0.6764486714258109,0.2415888112235039,1.0873252205343171,1,2026-04-17
473,7.528124488741385,11.88380733532492,-4.3556828465835356,-1.5556010166369771,1.1484192148922876,1,2026-04-18
474,7.133878265585992,12.038731844666195,-4.9048535790802035,-1.7517334211000728,3.4891206219422433,1,2026-04-19
475,9.286521610134521,12.193644876926,-2.9071232667914773,-1.0382583095683848,10.123791776386653,1,2026-04-20
476,15.96062975283813,12.348500528029566,3.612129224808564,1.2900461517173445,0.0,0,2026-04-21
477,14.541014604747444,12.503252910905427,2.037761693842017,0.7277720335150061,1.7049251218353372,1,2026-04-22
478,12.230707694324424,12.6578561690827,-0.42714847475827544,-0.1525530266993841,0.5292455341097955,1,2026-04-23
479,11.999442883486752,12.812264490279366,-0.8128216067926144,-0.2902934309973623,6.573648415595682,1,2026-04-24
480,15.042240345531745,12.966432119977467,2.0758082255542774,0.741360080555099,4.314504856909085,1,2026-04-25
481,13.243185452092687,13.120313374981098,0.12287207711158898,0.04388288468271036,4.359635889234237,1,2026-04-26
482,12.154539542779219,13.273862656953387,-1.1193231141741686,-0.3997582550622031,7.22200824981486,1,2026-04-27
483,15.077497423061827,13.427034465928212,1.6504629571336138,0.5894510561191478,1.3627727773217946,1,2026-04-28
484,11.825094150856884,13.57978341379285,-1.7546892629359647,-0.6266747367628446,2.5957785404294085,1,2026-04-29
485,13.994456703296347,13.73206423773747,0.26239246555887763,0.09371159484245631,0.0,0,2026-04-30
486,14.572469435261418,13.88383181366744,0.6886376215939786,0.24594200771213523,0.0,0,2026-05-01
487,16.400431364704005,14.035041169574592,2.365390195129411,0.8447822125462182,10.223412504284333,1,2026-05-02
488,15.151942922575467,14.185647498863421,0.9662954237120461,0.34510550846858795,0.0,0,2026-05-03
489,11.859702448872337,14.335606173628195,-2.4759037247558586,-0.8842513302699496,0.0,0,2026-05-04
490,13.975093429508487,14.48487275787722,-0.5097793283687333,-0.18206404584597619,4.168967616284861,1,2026-05-05
491,10.53907107473259,14.63340302070013,-4.09433194596754,-1.4622614092741215,9.66024723683804,1,2026-05-06
492,12.929912868427115,14.781152949374526,-1.8512400809474108,-0.6611571717669324,0.0,0,2026-05-07
493,12.442536547899802,14.928078762407816,-2.4855422145080146,-0.8876936480385768,6.204033140361361,1,2026-05-08
494,15.66850895246776,15.074136922510704,0.5943720299570572,0.2122757249846633,2.099652556445797,1,2026-05-09
495,17.41064416753095,15.21928414949813,2.1913600180328205,0.7826285778688645,1.967208769752098,1,2026-05-10
496,19.969502639619645,15.363477433114223,4.6060252065054215,1.645009002323365,1.6159673404478396,1,2026-05-11
497,20.264890517183183,15.506674045777089,4.7582164714060955,1.699363025502177,0.5725545881908298,1,2026-05-12
498,16.52798681651845,15.648831555239976,0.8791552612784717,0.3139840218851685,0.0,0,2026-05-13
499,14.763770618268035,15.789907837164803,-1.026137218896768,-0.3664775781774171,0.0,0,2026-05-14
500,13.074922018945445,15.929861087604575,-2.8549390686591303,-1.0196210959496894,1.8670843403420032,1,2026-05-15
501,13.263437773243513,16.068649835390733,-2.8052120621472194,-1.0018614507668642,1.262540623359198,1,2026-05-16
502,14.184879907761356,16.20623295442202,-2.021353046660664,-0.7219118023788087,3.150131591648966,1,2026-05-17
503,14.365816662617636,16.34256967585096,-1.9767530132333238,-0.7059832190119014,1.9154320171739532,1,2026-05-18
504,17.422017450112232,16.477619600164623,0.9443978499476093,0.3372849464098605,0.0,0,2026-05-19
505,19.599720460118547,16.611342709155814,2.9883777509627323,1.067277768200976,0.0,0,2026-05-20
506,19.396518006706202,16.74369937778135,2.6528186289248503,0.947435224616018,0.0,0,2026-05-21
507,19.10446331527508,16.87465038590383,2.2298129293712488,0.7963617604897317,0.0,0,2026-05-22
508,20.593077342888492,17.0041569299134,3.5889204129750913,1.281757290348247,0.0,0,2026-05-23
509,21.383527585523474,17.13218063422608,4.2513469512973945,1.5183381968919267,4.980051176466902,1,2026-05-24
510,22.332624305670535,17.258683562655314,5.073940743015221,1.8121216939340077,4.585466485464188,1,2026-05-25
511,19.127517785291115,17.38362822965324,1.7438895556378744,0.622817698442098,13.890502337316027,1,2026-05-26
512,19.942929294008223,17.506977611418517,2.435951682589705,0.8699827437820375,0.0,0,2026-05-27
513,19.459167686043465,17.62869515686721,1.8304725291762562,0.6537401889915201,0.0,0,2026-05-28
514,21.001253298422032,17.74874479846374,3.252508499958293,1.1616101785565334,0.0,0,2026-05-29
515,18.629636736058494,17.867090962908414,0.7625457731500795,0.2723377761250284,0.0,0,2026-05-30
516,14.483571102129137,17.98369858167858,-3.5001274795494437,-1.2500455284105156,0.0,0,2026-05-31
517,18.348249616796775,18.098533101420198,0.2497165153765759,0.08918446977734855,0.0,0,2026-06-01
518,16.80349181909167,18.21156049418675,-1.4080686750950788,-0.5028816696768139,0.0,0,2026-06-02
519,16.671019381085014,18.32274726752241,-1.6517278864373963,-0.5899028165847844,1.838312144949672,1,2026-06-03
520,17.049249101848897,18.432060474386645,-1.3828113725377496,-0.4938612044777677,7.920584066731926,1,2026-06-04
521,14.972648620643604,18.539467722917088,-3.5668191022734854,-1.2738639650976735,6.7074702564474755,1,2026-06-05
522,18.271843035930964,18.644937186027956,-0.37309415009699176,-0.13324791074892564,1.006357127344874,1,2026-06-06
523,16.042226033586385,18.748437610841112,-2.7062115772547286,-0.9665041347338317,0.0,0,2026-06-07
524,16.316445409348457,18.84993832794697,-2.533492918598512,-0.9048188994994686,0.0,0,2026-06-08
525,20.01315124899375,18.949409260492477,1.0637419885012747,0.37990785303616953,0.0,0,2026-06-09
526,20.115226687470578,19.046820933093564,1.0684057543770156,0.381573483706077,1.3204952539760726,1,2026-06-10
527,19.812949849695812,19.142144480569325,0.6708053691264855,0.23957334611660197,3.5789208016814773,1,2026-06-11
528,15.879576304167395,19.23535165649539,-3.3557753523279943,-1.198491197259998,0.5768877209306352,1,2026-06-12
529,18.260202899483474,19.326414841573957,-1.0662119420904828,-0.3807899793180296,0.0,0,2026-06-13
530,20.36836747614388,19.415307051817983,0.9530604243258979,0.340378722973535,1.249861089126965,1,2026-06-14
531,19.29595553587813,19.502001946547125,-0.2060464106689981,-0.07358800381035646,1.0346295499670868,1,2026-06-15
532,16.830870885042533,19.58647383619305,-2.755602951150519,-0.9841439111251854,0.0,0,2026-06-16
533,18.000448125620707,19.668697689911784,-1.6682495642910777,-0.595803415818242,0.0,0,2026-06-17
534,15.536577401050838,19.74864914300095,-4.212071741950112,-1.5043113364107543,0.0,0,2026-06-18
535,16.136201830794743,19.8263045041195,-3.690102673324756,-1.3178938119016987,0.0,0,2026-06-19
536,18.804080681931723,19.901640762307995,-1.097560080376271,-0.3919857429915254,0.0,0,2026-06-20
537,17.318522171743084,19.974635593807243,-2.6561134220641587,-0.9486119364514853,0.0,0,2026-06-21
538,18.335496890908328,20.045267368673315,-1.7097704777649876,-0.6106323134874956,0.0,0,2026-06-22
539,18.896903440232233,20.113515157186953,-1.2166117169547197,-0.4345041846266856,0.0,0,2026-06-23
540,17.6244575507325,20.179358736055526,-2.5549011853230246,-0.9124647090439374,0.0,0,2026-06-24
541,21.76468968504984,20.242778594405582,1.52191109064426,0.5435396752300928,0.0,0,2026-06-25
542,17.695800947368735,20.30375593956439,-2.607954992195654,-0.9314124972127337,0.0,0,2026-06-26
