uid,on_hand,date
PH-OTC-002,1,2025-05-05
PH-OTC-010,0,2025-05-05
PH-OTC-012,4,2025-05-05
PH-TOI-002,9,2025-05-05
PH-TOI-003,0,2025-05-05
PH-TOI-012,0,2025-05-05
PH-VIT-001,0,2025-05-05
PH-VIT-002,3,2025-05-05
PH-VIT-003,4,2025-05-05
PH-VIT-010,4,2025-05-05
PH-VIT-011,1,2025-05-05
PH-VIT-012,3,2025-05-05
PH-WEL-002,1,2025-05-05
PH-WEL-003,1,2025-05-05
PH-WEL-010,0,2025-05-05
PH-WEL-011,4,2025-05-05
PH-WEL-012,6,2025-05-05
PP-CNG-004,121,2025-05-05
PP-CNG-005,63,2025-05-05
PP-CNG-006,163,2025-05-05
PP-CNG-007,320,2025-05-05
PP-OIL-005,45,2025-05-05
PP-PAS-011,29,2025-05-05
SC-CAN-002,6,2025-05-05
SC-CAN-010,27,2025-05-05
SC-CAN-011,8,2025-05-05
SC-CAN-012,6,2025-05-05
SC-CHO-002,8,2025-05-05
SC-CHO-003,0,2025-05-05
SC-CHO-010,4,2025-05-05
SC-CHO-011,5,2025-05-05
SC-CHO-012,12,2025-05-05
SC-COO-002,10,2025-05-05
SC-COO-003,8,2025-05-05
SC-COO-010,6,2025-05-05
SC-COO-011,0,2025-05-05
SC-COO-012,7,2025-05-05
SC-NUT-002,6,2025-05-05
SC-NUT-003,3,2025-05-05
SC-NUT-010,1,2025-05-05
SC-NUT-011,3,2025-05-05
SC-SAV-003,6,2025-05-05
SC-SAV-010,1,2025-05-05
SF-FFF-009,-1,2025-05-05
SF-SHL-009,1,2025-05-05
SF-SPR-004,46,2025-05-05
SF-SPR-007,39,2025-05-05
SF-SPR-008,21,2025-05-05
SF-SPR-009,19,2025-05-05
AB-SPI-001,2,2025-05-06
AB-SPI-002,26,2025-05-06
AB-SPI-003,31,2025-05-06
AB-SPI-004,4,2025-05-06
AB-SPI-005,16,2025-05-06
AB-SPI-006,3,2025-05-06
AB-SPI-007,0,2025-05-06
AB-SPI-008,3,2025-05-06
AB-SPI-009,4,2025-05-06
AB-SPI-010,3,2025-05-06
AB-SPI-011,19,2025-05-06
AB-SPI-012,8,2025-05-06
AB-WIN-001,0,2025-05-06
AB-WIN-002,2,2025-05-06
AB-WIN-003,10,2025-05-06
AB-WIN-004,1,2025-05-06
AB-WIN-005,1,2025-05-06
AB-WIN-010,23,2025-05-06
AB-WIN-011,13,2025-05-06
AB-WIN-012,2,2025-05-06
BB-BKG-007,83,2025-05-06
BB-BKG-008,26,2025-05-06
BB-BKG-009,89,2025-05-06
BB-FBR-009,3,2025-05-06
BB-PAS-007,19,2025-05-06
BB-PAS-008,105,2025-05-06
BN-BTW-003,18,2025-05-06
BN-BTW-009,235,2025-05-06
BN-COF-004,37,2025-05-06
BN-COF-009,97,2025-05-06
BN-JUI-002,3,2025-05-06
BN-JUI-006,43,2025-05-06
DE-CRE-007,68,2025-05-06
DE-CRE-009,81,2025-05-06
DE-MIL-007,352,2025-05-06
DE-MIL-008,11,2025-05-06
DE-MIL-009,372,2025-05-06
DE-YOG-008,75,2025-05-06
FF-DES-009,15,2025-05-06
FF-FVG-007,35,2025-05-06
FF-FVG-008,197,2025-05-06
FF-FVG-009,53,2025-05-06
FF-ICE-008,3,2025-05-06
FF-ICE-009,128,2025-05-06
FP-FRU-005,16,2025-05-06
FP-HER-007,22,2025-05-06
FP-HER-008,102,2025-05-06
FP-HER-009,104,2025-05-06
FP-VEG-007,90,2025-05-06
FP-VEG-008,23,2025-05-06
HC-CAG-001,0,2025-05-06
HC-CAG-002,3,2025-05-06
HC-CAG-003,0,2025-05-06
HC-CAG-010,6,2025-05-06
HC-CAG-011,1,2025-05-06
HC-CAG-012,0,2025-05-06
HC-DET-001,14,2025-05-06
HC-DET-003,0,2025-05-06
HC-DET-005,0,2025-05-06
HC-DET-010,0,2025-05-06
HC-DET-011,0,2025-05-06
HC-DET-012,8,2025-05-06
HC-KIT-003,1,2025-05-06
HC-KIT-010,0,2025-05-06
HC-KIT-011,1,2025-05-06
HC-KIT-012,2,2025-05-06
HC-PAP-001,5,2025-05-06
HC-PAP-010,0,2025-05-06
HC-PAP-011,1,2025-05-06
HC-PAP-012,3,2025-05-06
MP-CHI-007,27,2025-05-06
MP-POR-007,18,2025-05-06
MP-PRM-006,33,2025-05-06
MP-PRM-007,210,2025-05-06
MP-PRM-008,2,2025-05-06
MP-PRM-009,2,2025-05-06
PH-HYG-001,2,2025-05-06
PH-HYG-003,3,2025-05-06
PH-HYG-012,0,2025-05-06
PH-OTC-002,1,2025-05-06
PH-OTC-010,0,2025-05-06
PH-OTC-012,4,2025-05-06
PH-TOI-002,9,2025-05-06
PH-TOI-003,0,2025-05-06
PH-TOI-012,0,2025-05-06
PH-VIT-001,0,2025-05-06
PH-VIT-002,3,2025-05-06
PH-VIT-003,4,2025-05-06
PH-VIT-010,4,2025-05-06
PH-VIT-011,1,2025-05-06
PH-VIT-012,3,2025-05-06
PH-WEL-002,1,2025-05-06
PH-WEL-003,0,2025-05-06
PH-WEL-010,0,2025-05-06
PH-WEL-011,4,2025-05-06
PH-WEL-012,4,2025-05-06
PP-CNG-004,114,2025-05-06
PP-CNG-005,58,2025-05-06
PP-CNG-006,145,2025-05-06
PP-CNG-007,309,2025-05-06
PP-OIL-005,45,2025-05-06
PP-PAS-011,27,2025-05-06
SC-CAN-002,4,2025-05-06
SC-CAN-010,27,2025-05-06
SC-CAN-011,8,2025-05-06
SC-CAN-012,5,2025-05-06
SC-CHO-002,8,2025-05-06
SC-CHO-003,0,2025-05-06
SC-CHO-010,4,2025-05-06
SC-CHO-011,5,2025-05-06
SC-CHO-012,6,2025-05-06
SC-COO-002,9,2025-05-06
SC-COO-003,6,2025-05-06
SC-COO-010,6,2025-05-06
SC-COO-011,0,2025-05-06
SC-COO-012,7,2025-05-06
SC-NUT-002,6,2025-05-06
SC-NUT-003,1,2025-05-06
SC-NUT-010,0,2025-05-06
SC-NUT-011,3,2025-05-06
SC-SAV-003,6,2025-05-06
SC-SAV-010,1,2025-05-06
SF-FFF-009,-1,2025-05-06
SF-SHL-009,1,2025-05-06
SF-SPR-004,39,2025-05-06
SF-SPR-007,39,2025-05-06
SF-SPR-008,21,2025-05-06
SF-SPR-009,12,2025-05-06
AB-SPI-001,4,2025-05-07
AB-SPI-002,26,2025-05-07
AB-SPI-003,31,2025-05-07
AB-SPI-004,10,2025-05-07
AB-SPI-005,16,2025-05-07
AB-SPI-006,4,2025-05-07
AB-SPI-007,3,2025-05-07
AB-SPI-008,3,2025-05-07
AB-SPI-009,5,2025-05-07
AB-SPI-010,6,2025-05-07
AB-SPI-011,19,2025-05-07
AB-SPI-012,8,2025-05-07
AB-WIN-001,2,2025-05-07
AB-WIN-002,8,2025-05-07
AB-WIN-003,10,2025-05-07
AB-WIN-004,4,2025-05-07
AB-WIN-005,11,2025-05-07
AB-WIN-010,23,2025-05-07
AB-WIN-011,13,2025-05-07
AB-WIN-012,3,2025-05-07
BB-BKG-007,223,2025-05-07
BB-BKG-008,22,2025-05-07
BB-BKG-009,270,2025-05-07
BB-FBR-009,276,2025-05-07
BB-PAS-007,79,2025-05-07
BB-PAS-008,296,2025-05-07
BN-BTW-003,41,2025-05-07
BN-BTW-009,465,2025-05-07
BN-COF-004,52,2025-05-07
BN-COF-009,147,2025-05-07
BN-JUI-002,11,2025-05-07
BN-JUI-006,70,2025-05-07
DE-CRE-007,116,2025-05-07
DE-CRE-009,165,2025-05-07
DE-MIL-007,655,2025-05-07
DE-MIL-008,32,2025-05-07
DE-MIL-009,1201,2025-05-07
DE-YOG-008,112,2025-05-07
FF-DES-009,39,2025-05-07
FF-FVG-007,53,2025-05-07
FF-FVG-008,485,2025-05-07
FF-FVG-009,60,2025-05-07
FF-ICE-008,30,2025-05-07
FF-ICE-009,192,2025-05-07
FP-FRU-005,91,2025-05-07
FP-HER-007,57,2025-05-07
FP-HER-008,311,2025-05-07
FP-HER-009,254,2025-05-07
FP-VEG-007,196,2025-05-07
FP-VEG-008,200,2025-05-07
HC-CAG-001,2,2025-05-07
HC-CAG-002,2,2025-05-07
HC-CAG-003,5,2025-05-07
HC-CAG-010,6,2025-05-07
HC-CAG-011,3,2025-05-07
HC-CAG-012,3,2025-05-07
HC-DET-001,14,2025-05-07
HC-DET-003,2,2025-05-07
HC-DET-005,3,2025-05-07
HC-DET-010,6,2025-05-07
HC-DET-011,3,2025-05-07
HC-DET-012,8,2025-05-07
HC-KIT-003,3,2025-05-07
HC-KIT-010,3,2025-05-07
HC-KIT-011,3,2025-05-07
HC-KIT-012,5,2025-05-07
HC-PAP-001,8,2025-05-07
HC-PAP-010,2,2025-05-07
HC-PAP-011,4,2025-05-07
HC-PAP-012,3,2025-05-07
MP-CHI-007,69,2025-05-07
MP-POR-007,30,2025-05-07
MP-PRM-006,51,2025-05-07
MP-PRM-007,402,2025-05-07
MP-PRM-008,20,2025-05-07
MP-PRM-009,42,2025-05-07
PH-HYG-001,5,2025-05-07
PH-HYG-003,3,2025-05-07
PH-HYG-012,3,2025-05-07
PH-OTC-002,2,2025-05-07
PH-OTC-010,7,2025-05-07
PH-OTC-012,7,2025-05-07
PH-TOI-002,9,2025-05-07
PH-TOI-003,7,2025-05-07
PH-TOI-012,5,2025-05-07
PH-VIT-001,1,2025-05-07
PH-VIT-002,5,2025-05-07
PH-VIT-003,4,2025-05-07
PH-VIT-010,4,2025-05-07
PH-VIT-011,4,2025-05-07
PH-VIT-012,2,2025-05-07
PH-WEL-002,5,2025-05-07
PH-WEL-003,1,2025-05-07
PH-WEL-010,4,2025-05-07
PH-WEL-011,4,2025-05-07
PH-WEL-012,16,2025-05-07
PP-CNG-004,244,2025-05-07
PP-CNG-005,99,2025-05-07
PP-CNG-006,277,2025-05-07
PP-CNG-007,449,2025-05-07
PP-OIL-005,52,2025-05-07
PP-PAS-011,111,2025-05-07
SC-CAN-002,6,2025-05-07
SC-CAN-010,27,2025-05-07
SC-CAN-011,12,2025-05-07
SC-CAN-012,14,2025-05-07
SC-CHO-002,10,2025-05-07
SC-CHO-003,6,2025-05-07
SC-CHO-010,13,2025-05-07
SC-CHO-011,6,2025-05-07
SC-CHO-012,34,2025-05-07
SC-COO-002,9,2025-05-07
SC-COO-003,14,2025-05-07
SC-COO-010,8,2025-05-07
SC-COO-011,5,2025-05-07
SC-COO-012,9,2025-05-07
SC-NUT-002,11,2025-05-07
SC-NUT-003,12,2025-05-07
SC-NUT-010,13,2025-05-07
SC-NUT-011,9,2025-05-07
SC-SAV-003,20,2025-05-07
SC-SAV-010,4,2025-05-07
SF-FFF-009,11,2025-05-07
SF-SHL-009,10,2025-05-07
SF-SPR-004,128,2025-05-07
SF-SPR-007,67,2025-05-07
SF-SPR-008,34,2025-05-07
SF-SPR-009,56,2025-05-07
AB-SPI-001,3,2025-05-08
AB-SPI-002,26,2025-05-08
AB-SPI-003,31,2025-05-08
AB-SPI-004,9,2025-05-08
AB-SPI-005,16,2025-05-08
AB-SPI-006,4,2025-05-08
AB-SPI-007,3,2025-05-08
AB-SPI-008,3,2025-05-08
AB-SPI-009,5,2025-05-08
AB-SPI-010,5,2025-05-08
AB-SPI-011,19,2025-05-08
AB-SPI-012,8,2025-05-08
AB-WIN-001,2,2025-05-08
AB-WIN-002,7,2025-05-08
AB-WIN-003,9,2025-05-08
AB-WIN-004,4,2025-05-08
AB-WIN-005,11,2025-05-08
AB-WIN-010,23,2025-05-08
AB-WIN-011,12,2025-05-08
AB-WIN-012,2,2025-05-08
BB-BKG-007,178,2025-05-08
BB-BKG-008,22,2025-05-08
BB-BKG-009,235,2025-05-08
BB-FBR-009,230,2025-05-08
BB-PAS-007,73,2025-05-08
BB-PAS-008,270,2025-05-08
BN-BTW-003,41,2025-05-08
BN-BTW-009,433,2025-05-08
BN-COF-004,49,2025-05-08
BN-COF-009,140,2025-05-08
BN-JUI-002,11,2025-05-08
BN-JUI-006,58,2025-05-08
DE-CRE-007,116,2025-05-08
DE-CRE-009,163,2025-05-08
DE-MIL-007,608,2025-05-08
DE-MIL-008,32,2025-05-08
DE-MIL-009,1067,2025-05-08
DE-YOG-008,106,2025-05-08
FF-DES-009,32,2025-05-08
FF-FVG-007,47,2025-05-08
FF-FVG-008,450,2025-05-08
FF-FVG-009,55,2025-05-08
FF-ICE-008,30,2025-05-08
FF-ICE-009,179,2025-05-08
FP-FRU-005,84,2025-05-08
FP-HER-007,56,2025-05-08
FP-HER-008,280,2025-05-08
FP-HER-009,248,2025-05-08
FP-VEG-007,173,2025-05-08
FP-VEG-008,166,2025-05-08
HC-CAG-001,2,2025-05-08
HC-CAG-002,2,2025-05-08
HC-CAG-003,5,2025-05-08
HC-CAG-010,6,2025-05-08
HC-CAG-011,1,2025-05-08
HC-CAG-012,3,2025-05-08
HC-DET-001,14,2025-05-08
HC-DET-003,1,2025-05-08
HC-DET-005,3,2025-05-08
HC-DET-010,6,2025-05-08
HC-DET-011,3,2025-05-08
HC-DET-012,8,2025-05-08
HC-KIT-003,3,2025-05-08
HC-KIT-010,3,2025-05-08
HC-KIT-011,2,2025-05-08
HC-KIT-012,4,2025-05-08
HC-PAP-001,8,2025-05-08
HC-PAP-010,1,2025-05-08
HC-PAP-011,4,2025-05-08
HC-PAP-012,3,2025-05-08
MP-CHI-007,60,2025-05-08
MP-POR-007,23,2025-05-08
MP-PRM-006,43,2025-05-08
MP-PRM-007,380,2025-05-08
MP-PRM-008,17,2025-05-08
MP-PRM-009,37,2025-05-08
PH-HYG-001,4,2025-05-08
PH-HYG-003,3,2025-05-08
PH-HYG-012,2,2025-05-08
PH-OTC-002,2,2025-05-08
PH-OTC-010,7,2025-05-08
PH-OTC-012,7,2025-05-08
PH-TOI-002,9,2025-05-08
PH-TOI-003,7,2025-05-08
PH-TOI-012,3,2025-05-08
PH-VIT-001,1,2025-05-08
PH-VIT-002,5,2025-05-08
PH-VIT-003,4,2025-05-08
PH-VIT-010,4,2025-05-08
PH-VIT-011,3,2025-05-08
PH-VIT-012,2,2025-05-08
PH-WEL-002,5,2025-05-08
PH-WEL-003,1,2025-05-08
PH-WEL-010,4,2025-05-08
PH-WEL-011,4,2025-05-08
PH-WEL-012,15,2025-05-08
PP-CNG-004,228,2025-05-08
PP-CNG-005,99,2025-05-08
PP-CNG-006,269,2025-05-08
PP-CNG-007,398,2025-05-08
PP-OIL-005,52,2025-05-08
PP-PAS-011,103,2025-05-08
SC-CAN-002,4,2025-05-08
SC-CAN-010,26,2025-05-08
SC-CAN-011,12,2025-05-08
SC-CAN-012,14,2025-05-08
SC-CHO-002,10,2025-05-08
SC-CHO-003,6,2025-05-08
SC-CHO-010,11,2025-05-08
SC-CHO-011,6,2025-05-08
SC-CHO-012,27,2025-05-08
SC-COO-002,8,2025-05-08
SC-COO-003,12,2025-05-08
SC-COO-010,8,2025-05-08
SC-COO-011,4,2025-05-08
SC-COO-012,9,2025-05-08
SC-NUT-002,10,2025-05-08
SC-NUT-003,11,2025-05-08
SC-NUT-010,13,2025-05-08
SC-NUT-011,7,2025-05-08
SC-SAV-003,18,2025-05-08
SC-SAV-010,4,2025-05-08
SF-FFF-009,10,2025-05-08
SF-SHL-009,10,2025-05-08
SF-SPR-004,113,2025-05-08
SF-SPR-007,63,2025-05-08
SF-SPR-008,33,2025-05-08
SF-SPR-009,53,2025-05-08
AB-SPI-001,3,2025-05-09
AB-SPI-002,26,2025-05-09
AB-SPI-003,31,2025-05-09
AB-SPI-004,7,2025-05-09
AB-SPI-005,16,2025-05-09
AB-SPI-006,3,2025-05-09
AB-SPI-007,3,2025-05-09
AB-SPI-008,3,2025-05-09
AB-SPI-009,5,2025-05-09
AB-SPI-010,3,2025-05-09
AB-SPI-011,19,2025-05-09
AB-SPI-012,8,2025-05-09
AB-WIN-001,2,2025-05-09
AB-WIN-002,6,2025-05-09
AB-WIN-003,9,2025-05-09
AB-WIN-004,4,2025-05-09
AB-WIN-005,10,2025-05-09
AB-WIN-010,23,2025-05-09
AB-WIN-011,12,2025-05-09
AB-WIN-012,1,2025-05-09
BB-BKG-007,162,2025-05-09
BB-BKG-008,20,2025-05-09
BB-BKG-009,220,2025-05-09
BB-FBR-009,195,2025-05-09
BB-PAS-007,61,2025-05-09
BB-PAS-008,258,2025-05-09
BN-BTW-003,39,2025-05-09
BN-BTW-009,404,2025-05-09
BN-COF-004,44,2025-05-09
BN-COF-009,134,2025-05-09
BN-JUI-002,11,2025-05-09
BN-JUI-006,45,2025-05-09
DE-CRE-007,115,2025-05-09
DE-CRE-009,154,2025-05-09
DE-MIL-007,540,2025-05-09
DE-MIL-008,32,2025-05-09
DE-MIL-009,996,2025-05-09
DE-YOG-008,97,2025-05-09
FF-DES-009,25,2025-05-09
FF-FVG-007,47,2025-05-09
FF-FVG-008,412,2025-05-09
FF-FVG-009,55,2025-05-09
FF-ICE-008,30,2025-05-09
FF-ICE-009,175,2025-05-09
FP-FRU-005,84,2025-05-09
FP-HER-007,46,2025-05-09
FP-HER-008,262,2025-05-09
FP-HER-009,232,2025-05-09
FP-VEG-007,152,2025-05-09
FP-VEG-008,144,2025-05-09
HC-CAG-001,2,2025-05-09
HC-CAG-002,2,2025-05-09
HC-CAG-003,5,2025-05-09
HC-CAG-010,6,2025-05-09
HC-CAG-011,1,2025-05-09
HC-CAG-012,3,2025-05-09
HC-DET-001,14,2025-05-09
HC-DET-003,0,2025-05-09
HC-DET-005,3,2025-05-09
HC-DET-010,6,2025-05-09
HC-DET-011,3,2025-05-09
HC-DET-012,8,2025-05-09
HC-KIT-003,3,2025-05-09
HC-KIT-010,2,2025-05-09
HC-KIT-011,1,2025-05-09
HC-KIT-012,3,2025-05-09
HC-PAP-001,8,2025-05-09
HC-PAP-010,1,2025-05-09
HC-PAP-011,3,2025-05-09
HC-PAP-012,3,2025-05-09
MP-CHI-007,55,2025-05-09
MP-POR-007,22,2025-05-09
MP-PRM-006,41,2025-05-09
MP-PRM-007,352,2025-05-09
MP-PRM-008,16,2025-05-09
MP-PRM-009,33,2025-05-09
PH-HYG-001,1,2025-05-09
PH-HYG-003,3,2025-05-09
PH-HYG-012,2,2025-05-09
PH-OTC-002,1,2025-05-09
PH-OTC-010,7,2025-05-09
PH-OTC-012,5,2025-05-09
PH-TOI-002,8,2025-05-09
PH-TOI-003,6,2025-05-09
PH-TOI-012,3,2025-05-09
PH-VIT-001,1,2025-05-09
PH-VIT-002,5,2025-05-09
PH-VIT-003,4,2025-05-09
PH-VIT-010,4,2025-05-09
PH-VIT-011,3,2025-05-09
PH-VIT-012,2,2025-05-09
PH-WEL-002,5,2025-05-09
PH-WEL-003,1,2025-05-09
PH-WEL-010,4,2025-05-09
PH-WEL-011,4,2025-05-09
PH-WEL-012,15,2025-05-09
PP-CNG-004,200,2025-05-09
PP-CNG-005,96,2025-05-09
PP-CNG-006,260,2025-05-09
PP-CNG-007,378,2025-05-09
PP-OIL-005,52,2025-05-09
PP-PAS-011,103,2025-05-09
SC-CAN-002,4,2025-05-09
SC-CAN-010,26,2025-05-09
SC-CAN-011,11,2025-05-09
SC-CAN-012,11,2025-05-09
SC-CHO-002,10,2025-05-09
SC-CHO-003,6,2025-05-09
SC-CHO-010,10,2025-05-09
SC-CHO-011,6,2025-05-09
SC-CHO-012,25,2025-05-09
SC-COO-002,7,2025-05-09
SC-COO-003,12,2025-05-09
SC-COO-010,8,2025-05-09
SC-COO-011,4,2025-05-09
SC-COO-012,9,2025-05-09
SC-NUT-002,10,2025-05-09
SC-NUT-003,11,2025-05-09
SC-NUT-010,13,2025-05-09
SC-NUT-011,3,2025-05-09
SC-SAV-003,16,2025-05-09
SC-SAV-010,1,2025-05-09
SF-FFF-009,10,2025-05-09
SF-SHL-009,9,2025-05-09
SF-SPR-004,103,2025-05-09
SF-SPR-007,60,2025-05-09
SF-SPR-008,30,2025-05-09
SF-SPR-009,51,2025-05-09
AB-SPI-001,2,2025-05-10
AB-SPI-002,26,2025-05-10
AB-SPI-003,31,2025-05-10
AB-SPI-004,4,2025-05-10
AB-SPI-005,16,2025-05-10
AB-SPI-006,0,2025-05-10
AB-SPI-007,2,2025-05-10
AB-SPI-008,2,2025-05-10
AB-SPI-009,5,2025-05-10
AB-SPI-010,1,2025-05-10
AB-SPI-011,19,2025-05-10
AB-SPI-012,7,2025-05-10
AB-WIN-001,0,2025-05-10
AB-WIN-002,4,2025-05-10
AB-WIN-003,9,2025-05-10
AB-WIN-004,3,2025-05-10
AB-WIN-005,7,2025-05-10
AB-WIN-010,23,2025-05-10
AB-WIN-011,12,2025-05-10
AB-WIN-012,1,2025-05-10
BB-BKG-007,115,2025-05-10
BB-BKG-008,20,2025-05-10
BB-BKG-009,160,2025-05-10
BB-FBR-009,165,2025-05-10
BB-PAS-007,48,2025-05-10
BB-PAS-008,188,2025-05-10
BN-BTW-003,20,2025-05-10
BN-BTW-009,288,2025-05-10
BN-COF-004,40,2025-05-10
BN-COF-009,95,2025-05-10
BN-JUI-002,11,2025-05-10
BN-JUI-006,38,2025-05-10
DE-CRE-007,114,2025-05-10
DE-CRE-009,145,2025-05-10
DE-MIL-007,340,2025-05-10
DE-MIL-008,32,2025-05-10
DE-MIL-009,705,2025-05-10
DE-YOG-008,96,2025-05-10
FF-DES-009,19,2025-05-10
FF-FVG-007,29,2025-05-10
FF-FVG-008,323,2025-05-10
FF-FVG-009,52,2025-05-10
FF-ICE-008,20,2025-05-10
FF-ICE-009,152,2025-05-10
FP-FRU-005,55,2025-05-10
FP-HER-007,37,2025-05-10
FP-HER-008,188,2025-05-10
FP-HER-009,181,2025-05-10
FP-VEG-007,112,2025-05-10
FP-VEG-008,77,2025-05-10
HC-CAG-001,2,2025-05-10
HC-CAG-002,2,2025-05-10
HC-CAG-003,5,2025-05-10
HC-CAG-010,6,2025-05-10
HC-CAG-011,0,2025-05-10
HC-CAG-012,0,2025-05-10
HC-DET-001,14,2025-05-10
HC-DET-003,0,2025-05-10
HC-DET-005,2,2025-05-10
HC-DET-010,3,2025-05-10
HC-DET-011,1,2025-05-10
HC-DET-012,8,2025-05-10
HC-KIT-003,2,2025-05-10
HC-KIT-010,0,2025-05-10
HC-KIT-011,1,2025-05-10
HC-KIT-012,1,2025-05-10
HC-PAP-001,5,2025-05-10
HC-PAP-010,0,2025-05-10
HC-PAP-011,2,2025-05-10
HC-PAP-012,1,2025-05-10
MP-CHI-007,49,2025-05-10
MP-POR-007,10,2025-05-10
MP-PRM-006,32,2025-05-10
MP-PRM-007,240,2025-05-10
MP-PRM-008,13,2025-05-10
MP-PRM-009,29,2025-05-10
PH-HYG-001,0,2025-05-10
PH-HYG-003,2,2025-05-10
PH-HYG-012,1,2025-05-10
PH-OTC-002,0,2025-05-10
PH-OTC-010,3,2025-05-10
PH-OTC-012,5,2025-05-10
PH-TOI-002,8,2025-05-10
PH-TOI-003,4,2025-05-10
PH-TOI-012,3,2025-05-10
PH-VIT-001,1,2025-05-10
PH-VIT-002,3,2025-05-10
PH-VIT-003,4,2025-05-10
PH-VIT-010,3,2025-05-10
PH-VIT-011,1,2025-05-10
PH-VIT-012,2,2025-05-10
PH-WEL-002,5,2025-05-10
PH-WEL-003,1,2025-05-10
PH-WEL-010,3,2025-05-10
PH-WEL-011,3,2025-05-10
PH-WEL-012,12,2025-05-10
PP-CNG-004,173,2025-05-10
PP-CNG-005,78,2025-05-10
PP-CNG-006,192,2025-05-10
PP-CNG-007,313,2025-05-10
PP-OIL-005,50,2025-05-10
PP-PAS-011,96,2025-05-10
SC-CAN-002,0,2025-05-10
SC-CAN-010,26,2025-05-10
SC-CAN-011,10,2025-05-10
SC-CAN-012,11,2025-05-10
SC-CHO-002,8,2025-05-10
SC-CHO-003,5,2025-05-10
SC-CHO-010,10,2025-05-10
SC-CHO-011,4,2025-05-10
SC-CHO-012,17,2025-05-10
SC-COO-002,0,2025-05-10
SC-COO-003,7,2025-05-10
SC-COO-010,7,2025-05-10
SC-COO-011,4,2025-05-10
SC-COO-012,9,2025-05-10
SC-NUT-002,9,2025-05-10
SC-NUT-003,3,2025-05-10
SC-NUT-010,11,2025-05-10
SC-NUT-011,3,2025-05-10
SC-SAV-003,15,2025-05-10
SC-SAV-010,0,2025-05-10
SF-FFF-009,1,2025-05-10
SF-SHL-009,7,2025-05-10
SF-SPR-004,79,2025-05-10
SF-SPR-007,45,2025-05-10
SF-SPR-008,26,2025-05-10
SF-SPR-009,42,2025-05-10
AB-SPI-001,0,2025-05-11
AB-SPI-002,26,2025-05-11
AB-SPI-003,31,2025-05-11
AB-SPI-004,1,2025-05-11
AB-SPI-005,16,2025-05-11
AB-SPI-006,0,2025-05-11
AB-SPI-007,2,2025-05-11
AB-SPI-008,2,2025-05-11
AB-SPI-009,4,2025-05-11
AB-SPI-010,0,2025-05-11
AB-SPI-011,19,2025-05-11
AB-SPI-012,7,2025-05-11
AB-WIN-001,0,2025-05-11
AB-WIN-002,3,2025-05-11
AB-WIN-003,9,2025-05-11
AB-WIN-004,3,2025-05-11
AB-WIN-005,4,2025-05-11
AB-WIN-010,23,2025-05-11
AB-WIN-011,12,2025-05-11
AB-WIN-012,0,2025-05-11
BB-BKG-007,79,2025-05-11
BB-BKG-008,18,2025-05-11
BB-BKG-009,77,2025-05-11
BB-FBR-009,116,2025-05-11
BB-PAS-007,46,2025-05-11
BB-PAS-008,148,2025-05-11
BN-BTW-003,10,2025-05-11
BN-BTW-009,222,2025-05-11
BN-COF-004,22,2025-05-11
BN-COF-009,85,2025-05-11
BN-JUI-002,10,2025-05-11
BN-JUI-006,35,2025-05-11
DE-CRE-007,114,2025-05-11
DE-CRE-009,124,2025-05-11
DE-MIL-007,256,2025-05-11
DE-MIL-008,32,2025-05-11
DE-MIL-009,556,2025-05-11
DE-YOG-008,88,2025-05-11
FF-DES-009,9,2025-05-11
FF-FVG-007,21,2025-05-11
FF-FVG-008,250,2025-05-11
FF-FVG-009,51,2025-05-11
FF-ICE-008,14,2025-05-11
FF-ICE-009,131,2025-05-11
FP-FRU-005,49,2025-05-11
FP-HER-007,18,2025-05-11
FP-HER-008,121,2025-05-11
FP-HER-009,145,2025-05-11
FP-VEG-007,81,2025-05-11
FP-VEG-008,26,2025-05-11
HC-CAG-001,2,2025-05-11
HC-CAG-002,2,2025-05-11
HC-CAG-003,3,2025-05-11
HC-CAG-010,5,2025-05-11
HC-CAG-011,0,2025-05-11
HC-CAG-012,0,2025-05-11
HC-DET-001,14,2025-05-11
HC-DET-003,0,2025-05-11
HC-DET-005,2,2025-05-11
HC-DET-010,2,2025-05-11
HC-DET-011,1,2025-05-11
HC-DET-012,7,2025-05-11
HC-KIT-003,1,2025-05-11
HC-KIT-010,0,2025-05-11
HC-KIT-011,1,2025-05-11
HC-KIT-012,0,2025-05-11
HC-PAP-001,4,2025-05-11
HC-PAP-010,0,2025-05-11
HC-PAP-011,2,2025-05-11
HC-PAP-012,1,2025-05-11
MP-CHI-007,40,2025-05-11
MP-POR-007,10,2025-05-11
MP-PRM-006,27,2025-05-11
MP-PRM-007,187,2025-05-11
MP-PRM-008,6,2025-05-11
MP-PRM-009,17,2025-05-11
PH-HYG-001,0,2025-05-11
PH-HYG-003,2,2025-05-11
PH-HYG-012,0,2025-05-11
PH-OTC-002,0,2025-05-11
PH-OTC-010,0,2025-05-11
PH-OTC-012,4,2025-05-11
PH-TOI-002,7,2025-05-11
PH-TOI-003,4,2025-05-11
PH-TOI-012,2,2025-05-11
PH-VIT-001,1,2025-05-11
PH-VIT-002,1,2025-05-11
PH-VIT-003,4,2025-05-11
PH-VIT-010,2,2025-05-11
PH-VIT-011,0,2025-05-11
PH-VIT-012,2,2025-05-11
PH-WEL-002,5,2025-05-11
PH-WEL-003,0,2025-05-11
PH-WEL-010,0,2025-05-11
