uid,qty,unit_cost,order_date,delivery_date,posted_date
HC-KIT-012,2,7.1755,2025-03-31,2025-04-02,2025-04-03
HC-PAP-001,5,9.3923,2025-03-31,2025-04-02,2025-04-05
HC-PAP-010,2,10.3667,2025-03-31,2025-04-02,2025-04-03
MP-CHI-007,20,3.5401,2025-03-31,2025-04-02,2025-04-03
MP-POR-007,12,2.8354,2025-03-31,2025-04-02,2025-04-03
MP-PRM-006,50,3.6283,2025-03-31,2025-04-02,2025-04-03
MP-PRM-007,253,2.4555,2025-03-31,2025-04-02,2025-04-03
MP-PRM-008,11,3.0196,2025-03-31,2025-04-02,2025-04-03
MP-PRM-009,47,2.218,2025-03-31,2025-04-02,2025-04-03
PP-CNG-004,163,1.8192,2025-03-31,2025-04-02,2025-04-03
PP-CNG-005,21,1.4706,2025-03-31,2025-04-02,2025-04-05
PP-CNG-006,122,1.7013,2025-03-31,2025-04-02,2025-04-03
PP-CNG-007,219,1.0093,2025-03-31,2025-04-02,2025-04-03
PP-OIL-005,36,3.9214,2025-03-31,2025-04-02,2025-04-03
PP-PAS-011,41,4.5364,2025-03-31,2025-04-02,2025-04-03
PH-HYG-001,1,7.9813,2025-03-31,2025-04-02,2025-04-03
PH-OTC-002,1,8.6467,2025-03-31,2025-04-02,2025-04-03
PH-OTC-010,4,10.0219,2025-03-31,2025-04-02,2025-04-03
PH-OTC-012,3,9.0215,2025-03-31,2025-04-02,2025-04-03
PH-TOI-003,3,9.948,2025-03-31,2025-04-02,2025-04-03
PH-TOI-012,4,9.0795,2025-03-31,2025-04-02,2025-04-03
PH-VIT-001,1,13.1985,2025-03-31,2025-04-02,2025-04-03
PH-VIT-002,3,10.1898,2025-03-31,2025-04-02,2025-04-03
PH-VIT-011,1,11.3825,2025-03-31,2025-04-02,2025-04-03
PH-VIT-012,1,11.5485,2025-03-31,2025-04-02,2025-04-03
PH-WEL-002,4,10.8988,2025-03-31,2025-04-02,2025-04-05
PH-WEL-003,1,10.014,2025-03-31,2025-04-02,2025-04-03
PH-WEL-010,2,13.2021,2025-03-31,2025-04-02,2025-04-03
PH-WEL-011,3,10.6269,2025-03-31,2025-04-02,2025-04-03
PH-WEL-012,11,15.0299,2025-03-31,2025-04-02,2025-04-03
SF-FFF-009,5,3.5148,2025-03-31,2025-04-02,2025-04-03
SF-SHL-009,13,3.6705,2025-03-31,2025-04-02,2025-04-05
SF-SPR-004,83,2.8675,2025-03-31,2025-04-02,2025-04-03
SF-SPR-007,56,3.357,2025-03-31,2025-04-02,2025-04-03
SF-SPR-008,27,1.7257,2025-03-31,2025-04-02,2025-04-03
SF-SPR-009,35,2.5141,2025-03-31,2025-04-02,2025-04-03
SC-CAN-002,8,7.2634,2025-03-31,2025-04-02,2025-04-03
SC-CAN-011,2,5.8867,2025-03-31,2025-04-02,2025-04-03
SC-CAN-012,8,6.1081,2025-03-31,2025-04-02,2025-04-03
SC-CHO-003,2,5.9523,2025-03-31,2025-04-02,2025-04-03
SC-CHO-010,7,6.7837,2025-03-31,2025-04-02,2025-04-03
SC-CHO-012,19,6.113,2025-03-31,2025-04-02,2025-04-03
SC-COO-002,6,5.8728,2025-03-31,2025-04-02,2025-04-05
SC-COO-003,4,5.8506,2025-03-31,2025-04-02,2025-04-03
SC-COO-010,3,6.3961,2025-03-31,2025-04-02,2025-04-03
SC-COO-011,7,6.1529,2025-03-31,2025-04-02,2025-04-03
SC-COO-012,4,6.0134,2025-03-31,2025-04-02,2025-04-03
SC-NUT-003,9,6.0913,2025-03-31,2025-04-02,2025-04-03
SC-NUT-010,4,6.9308,2025-03-31,2025-04-02,2025-04-03
SC-NUT-011,5,6.0145,2025-03-31,2025-04-02,2025-04-03
SC-SAV-003,11,6.0146,2025-03-31,2025-04-02,2025-04-03
SC-SAV-010,4,6.2425,2025-03-31,2025-04-02,2025-04-03
AB-SPI-001,2,28.2863,2025-04-07,2025-04-09,2025-04-09
AB-SPI-004,8,17.1092,2025-04-07,2025-04-09,2025-04-09
AB-SPI-006,2,17.5198,2025-04-07,2025-04-09,2025-04-09
AB-SPI-007,4,11.4857,2025-04-07,2025-04-09,2025-04-09
AB-SPI-008,3,13.2447,2025-04-07,2025-04-09,2025-04-09
AB-SPI-009,1,10.1449,2025-04-07,2025-04-09,2025-04-09
AB-SPI-010,7,31.3035,2025-04-07,2025-04-09,2025-04-09
AB-WIN-001,1,16.6309,2025-04-07,2025-04-09,2025-04-09
AB-WIN-002,2,15.2992,2025-04-07,2025-04-09,2025-04-09
AB-WIN-005,12,9.4543,2025-04-07,2025-04-09,2025-04-09
AB-WIN-012,2,16.0329,2025-04-07,2025-04-09,2025-04-09
BB-BKG-007,143,1.2619,2025-04-07,2025-04-09,2025-04-09
BB-BKG-008,32,1.4423,2025-04-07,2025-04-09,2025-04-09
BB-BKG-009,249,1.1809,2025-04-07,2025-04-09,2025-04-09
BB-FBR-009,174,1.3176,2025-04-07,2025-04-09,2025-04-09
BB-PAS-007,65,1.4089,2025-04-07,2025-04-09,2025-04-09
BB-PAS-008,289,1.5147,2025-04-07,2025-04-09,2025-04-09
BN-BTW-003,24,1.9354,2025-04-07,2025-04-09,2025-04-09
BN-BTW-009,289,0.8607,2025-04-07,2025-04-09,2025-04-09
BN-COF-004,24,4.5405,2025-04-07,2025-04-09,2025-04-09
BN-COF-009,64,1.935,2025-04-07,2025-04-09,2025-04-09
BN-JUI-006,20,2.9416,2025-04-07,2025-04-09,2025-04-09
DE-CRE-007,93,1.2652,2025-04-07,2025-04-09,2025-04-09
DE-CRE-009,93,1.2088,2025-04-07,2025-04-09,2025-04-09
DE-MIL-007,432,1.0483,2025-04-07,2025-04-09,2025-04-09
DE-MIL-008,14,0.8763,2025-04-07,2025-04-09,2025-04-09
DE-MIL-009,784,0.897,2025-04-07,2025-04-09,2025-04-09
DE-YOG-008,63,1.1703,2025-04-07,2025-04-09,2025-04-09
FP-FRU-005,44,1.8215,2025-04-07,2025-04-09,2025-04-09
FP-HER-007,63,1.5191,2025-04-07,2025-04-09,2025-04-09
FP-HER-008,278,1.7978,2025-04-07,2025-04-09,2025-04-09
FP-HER-009,148,1.3962,2025-04-07,2025-04-09,2025-04-09
FP-VEG-007,138,1.8231,2025-04-07,2025-04-09,2025-04-09
FP-VEG-008,177,1.6635,2025-04-07,2025-04-09,2025-04-09
FF-DES-009,34,1.8874,2025-04-07,2025-04-09,2025-04-09
FF-FVG-007,45,1.2829,2025-04-07,2025-04-09,2025-04-09
FF-FVG-008,378,1.4647,2025-04-07,2025-04-09,2025-04-09
FF-FVG-009,35,1.4947,2025-04-07,2025-04-09,2025-04-09
FF-ICE-008,2,1.792,2025-04-07,2025-04-09,2025-04-09
FF-ICE-009,99,1.7178,2025-04-07,2025-04-09,2025-04-09
HC-CAG-002,1,7.4874,2025-04-07,2025-04-09,2025-04-09
HC-CAG-003,4,9.2539,2025-04-07,2025-04-09,2025-04-09
HC-CAG-011,2,8.0401,2025-04-07,2025-04-09,2025-04-09
HC-CAG-012,1,8.4741,2025-04-07,2025-04-09,2025-04-11
HC-DET-003,3,7.1505,2025-04-07,2025-04-09,2025-04-09
HC-DET-005,4,6.3991,2025-04-07,2025-04-09,2025-04-09
HC-DET-010,5,8.2942,2025-04-07,2025-04-09,2025-04-09
HC-DET-011,2,12.0592,2025-04-07,2025-04-09,2025-04-09
HC-KIT-003,1,10.1906,2025-04-07,2025-04-09,2025-04-09
HC-KIT-010,5,7.8379,2025-04-07,2025-04-09,2025-04-09
HC-KIT-011,1,8.9976,2025-04-07,2025-04-09,2025-04-09
HC-KIT-012,5,6.9676,2025-04-07,2025-04-09,2025-04-09
HC-PAP-001,5,8.876,2025-04-07,2025-04-09,2025-04-09
HC-PAP-010,3,10.1017,2025-04-07,2025-04-09,2025-04-09
HC-PAP-011,3,7.5051,2025-04-07,2025-04-09,2025-04-09
MP-CHI-007,40,3.4826,2025-04-07,2025-04-09,2025-04-09
MP-POR-007,14,3.0782,2025-04-07,2025-04-09,2025-04-09
MP-PRM-006,52,3.5038,2025-04-07,2025-04-09,2025-04-09
MP-PRM-007,281,2.5103,2025-04-07,2025-04-09,2025-04-09
MP-PRM-008,22,3.0202,2025-04-07,2025-04-09,2025-04-09
MP-PRM-009,45,2.1702,2025-04-07,2025-04-09,2025-04-09
PP-CNG-004,136,1.7711,2025-04-07,2025-04-09,2025-04-09
PP-CNG-005,61,1.4262,2025-04-07,2025-04-09,2025-04-09
PP-CNG-006,187,1.6348,2025-04-07,2025-04-09,2025-04-09
PP-CNG-007,383,1.0361,2025-04-07,2025-04-09,2025-04-09
PP-OIL-005,17,3.9907,2025-04-07,2025-04-09,2025-04-09
PP-PAS-011,33,4.3853,2025-04-07,2025-04-09,2025-04-09
PH-HYG-001,4,7.8642,2025-04-07,2025-04-09,2025-04-11
PH-HYG-003,1,8.6104,2025-04-07,2025-04-09,2025-04-10
PH-OTC-002,2,8.7748,2025-04-07,2025-04-09,2025-04-09
PH-OTC-010,4,10.1249,2025-04-07,2025-04-09,2025-04-09
PH-OTC-012,4,8.9871,2025-04-07,2025-04-09,2025-04-09
PH-TOI-003,6,10.1173,2025-04-07,2025-04-09,2025-04-09
PH-TOI-012,4,9.0971,2025-04-07,2025-04-09,2025-04-09
PH-VIT-002,5,10.3871,2025-04-07,2025-04-09,2025-04-09
PH-VIT-011,2,11.2503,2025-04-07,2025-04-09,2025-04-09
PH-VIT-012,2,10.9023,2025-04-07,2025-04-09,2025-04-09
PH-WEL-002,2,11.2847,2025-04-07,2025-04-09,2025-04-11
PH-WEL-010,5,12.7556,2025-04-07,2025-04-09,2025-04-09
PH-WEL-011,4,11.0938,2025-04-07,2025-04-09,2025-04-09
PH-WEL-012,17,14.879,2025-04-07,2025-04-09,2025-04-09
SF-FFF-009,4,3.5292,2025-04-07,2025-04-09,2025-04-09
SF-SHL-009,8,3.6988,2025-04-07,2025-04-09,2025-04-09
SF-SPR-004,104,2.8671,2025-04-07,2025-04-09,2025-04-09
SF-SPR-007,64,3.3077,2025-04-07,2025-04-09,2025-04-09
SF-SPR-008,28,1.7079,2025-04-07,2025-04-09,2025-04-09
SF-SPR-009,35,2.7022,2025-04-07,2025-04-09,2025-04-09
SC-CAN-002,5,6.7524,2025-04-07,2025-04-09,2025-04-09
SC-CAN-011,7,5.8561,2025-04-07,2025-04-09,2025-04-09
SC-CAN-012,9,6.4962,2025-04-07,2025-04-09,2025-04-09
SC-CHO-002,2,7.0226,2025-04-07,2025-04-09,2025-04-09
SC-CHO-003,4,5.9292,2025-04-07,2025-04-09,2025-04-09
SC-CHO-010,16,6.3888,2025-04-07,2025-04-09,2025-04-09
SC-CHO-012,21,5.9821,2025-04-07,2025-04-09,2025-04-09
SC-COO-002,9,6.0395,2025-04-07,2025-04-09,2025-04-09
SC-COO-003,11,5.7856,2025-04-07,2025-04-09,2025-04-09
SC-COO-010,4,6.4116,2025-04-07,2025-04-09,2025-04-09
SC-COO-011,10,6.5922,2025-04-07,2025-04-09,2025-04-09
SC-COO-012,8,6.0,2025-04-07,2025-04-09,2025-04-09
SC-NUT-002,6,6.0026,2025-04-07,2025-04-09,2025-04-09
SC-NUT-003,13,5.8322,2025-04-07,2025-04-09,2025-04-09
SC-NUT-010,8,6.853,2025-04-07,2025-04-09,2025-04-10
SC-NUT-011,9,5.9493,2025-04-07,2025-04-09,2025-04-09
SC-SAV-003,13,5.9673,2025-04-07,2025-04-09,2025-04-09
SC-SAV-010,6,5.9503,2025-04-07,2025-04-09,2025-04-09
AB-SPI-001,2,27.7641,2025-04-14,2025-04-16,2025-04-18
AB-SPI-004,5,16.6259,2025-04-14,2025-04-16,2025-04-16
AB-SPI-006,4,17.5182,2025-04-14,2025-04-16,2025-04-16
AB-SPI-007,2,11.5363,2025-04-14,2025-04-16,2025-04-16
AB-SPI-008,2,12.6073,2025-04-14,2025-04-16,2025-04-16
AB-SPI-009,2,10.5101,2025-04-14,2025-04-16,2025-04-16
AB-SPI-010,5,29.9535,2025-04-14,2025-04-16,2025-04-16
AB-WIN-002,5,15.5376,2025-04-14,2025-04-16,2025-04-16
AB-WIN-004,2,9.0971,2025-04-14,2025-04-16,2025-04-16
AB-WIN-005,9,9.4734,2025-04-14,2025-04-16,2025-04-16
AB-WIN-012,3,15.3349,2025-04-14,2025-04-16,2025-04-16
BB-BKG-007,204,1.3179,2025-04-14,2025-04-16,2025-04-16
BB-BKG-008,12,1.4258,2025-04-14,2025-04-16,2025-04-16
BB-BKG-009,235,1.1992,2025-04-14,2025-04-16,2025-04-16
BB-FBR-009,243,1.2105,2025-04-14,2025-04-16,2025-04-16
BB-PAS-007,84,1.4482,2025-04-14,2025-04-16,2025-04-16
BB-PAS-008,158,1.4513,2025-04-14,2025-04-16,2025-04-16
BN-BTW-003,17,2.0625,2025-04-14,2025-04-16,2025-04-16
BN-BTW-009,236,0.8118,2025-04-14,2025-04-16,2025-04-16
BN-COF-004,41,4.5688,2025-04-14,2025-04-16,2025-04-16
BN-COF-009,103,2.0384,2025-04-14,2025-04-16,2025-04-16
BN-JUI-006,56,2.9917,2025-04-14,2025-04-16,2025-04-16
DE-CRE-007,73,1.3541,2025-04-14,2025-04-16,2025-04-16
DE-CRE-009,110,1.1658,2025-04-14,2025-04-16,2025-04-16
DE-MIL-007,498,1.0101,2025-04-14,2025-04-16,2025-04-16
DE-MIL-008,12,0.9005,2025-04-14,2025-04-16,2025-04-16
DE-MIL-009,779,0.8485,2025-04-14,2025-04-16,2025-04-16
DE-YOG-008,85,1.2274,2025-04-14,2025-04-16,2025-04-16
FP-FRU-005,70,1.8784,2025-04-14,2025-04-16,2025-04-16
FP-HER-007,44,1.5349,2025-04-14,2025-04-16,2025-04-16
FP-HER-008,215,1.8844,2025-04-14,2025-04-16,2025-04-16
FP-HER-009,178,1.3909,2025-04-14,2025-04-16,2025-04-16
FP-VEG-007,143,1.7706,2025-04-14,2025-04-16,2025-04-16
FP-VEG-008,213,1.6662,2025-04-14,2025-04-16,2025-04-16
FF-DES-009,19,1.7921,2025-04-14,2025-04-16,2025-04-16
FF-FVG-007,40,1.292,2025-04-14,2025-04-16,2025-04-16
FF-FVG-008,411,1.3985,2025-04-14,2025-04-16,2025-04-16
FF-FVG-009,18,1.5505,2025-04-14,2025-04-16,2025-04-16
FF-ICE-008,2,1.7873,2025-04-14,2025-04-16,2025-04-16
FF-ICE-009,72,1.7577,2025-04-14,2025-04-16,2025-04-16
HC-CAG-001,1,7.2623,2025-04-14,2025-04-16,2025-04-16
HC-CAG-002,1,7.6358,2025-04-14,2025-04-16,2025-04-16
HC-CAG-003,4,9.2582,2025-04-14,2025-04-16,2025-04-16
HC-CAG-011,3,7.9291,2025-04-14,2025-04-16,2025-04-16
HC-CAG-012,1,8.5021,2025-04-14,2025-04-16,2025-04-16
HC-DET-003,3,7.0586,2025-04-14,2025-04-16,2025-04-16
HC-DET-005,2,6.549,2025-04-14,2025-04-16,2025-04-16
HC-DET-010,5,8.1156,2025-04-14,2025-04-16,2025-04-16
HC-DET-011,2,12.5188,2025-04-14,2025-04-16,2025-04-16
HC-KIT-003,1,10.0607,2025-04-14,2025-04-16,2025-04-16
HC-KIT-010,4,7.9702,2025-04-14,2025-04-16,2025-04-17
HC-KIT-011,1,8.582,2025-04-14,2025-04-16,2025-04-16
HC-KIT-012,1,6.7885,2025-04-14,2025-04-16,2025-04-16
HC-PAP-001,6,9.1982,2025-04-14,2025-04-16,2025-04-16
HC-PAP-010,1,9.8834,2025-04-14,2025-04-16,2025-04-16
HC-PAP-011,3,7.6916,2025-04-14,2025-04-16,2025-04-16
MP-CHI-007,38,3.4721,2025-04-14,2025-04-16,2025-04-16
MP-POR-007,30,2.915,2025-04-14,2025-04-16,2025-04-16
MP-PRM-006,31,3.394,2025-04-14,2025-04-16,2025-04-16
MP-PRM-007,236,2.4618,2025-04-14,2025-04-16,2025-04-16
MP-PRM-008,23,3.032,2025-04-14,2025-04-16,2025-04-16
MP-PRM-009,41,2.1748,2025-04-14,2025-04-16,2025-04-16
PP-CNG-004,78,1.8251,2025-04-14,2025-04-16,2025-04-16
PP-CNG-005,80,1.5155,2025-04-14,2025-04-16,2025-04-16
PP-CNG-006,197,1.6734,2025-04-14,2025-04-16,2025-04-16
PP-CNG-007,350,1.0313,2025-04-14,2025-04-16,2025-04-16
PP-OIL-005,28,4.1427,2025-04-14,2025-04-16,2025-04-16
PP-PAS-011,52,4.3574,2025-04-14,2025-04-16,2025-04-16
PH-HYG-001,4,7.691,2025-04-14,2025-04-16,2025-04-16
PH-HYG-003,2,8.2784,2025-04-14,2025-04-16,2025-04-18
PH-OTC-002,4,8.8091,2025-04-14,2025-04-16,2025-04-16
PH-OTC-010,6,9.8858,2025-04-14,2025-04-16,2025-04-16
PH-OTC-012,9,9.1802,2025-04-14,2025-04-16,2025-04-16
PH-TOI-003,7,9.7102,2025-04-14,2025-04-16,2025-04-16
PH-TOI-012,5,8.9823,2025-04-14,2025-04-16,2025-04-16
PH-VIT-001,1,13.7896,2025-04-14,2025-04-16,2025-04-16
PH-VIT-002,3,9.6588,2025-04-14,2025-04-16,2025-04-16
PH-VIT-011,4,11.837,2025-04-14,2025-04-16,2025-04-16
PH-VIT-012,3,10.9739,2025-04-14,2025-04-16,2025-04-16
PH-WEL-002,2,11.3623,2025-04-14,2025-04-16,2025-04-16
PH-WEL-003,1,10.0521,2025-04-14,2025-04-16,2025-04-16
PH-WEL-010,2,13.1733,2025-04-14,2025-04-16,2025-04-16
PH-WEL-011,2,10.8293,2025-04-14,2025-04-16,2025-04-16
PH-WEL-012,17,15.2816,2025-04-14,2025-04-16,2025-04-16
SF-FFF-009,8,3.439,2025-04-14,2025-04-16,2025-04-16
SF-SHL-009,16,3.8858,2025-04-14,2025-04-16,2025-04-16
SF-SPR-004,114,2.8961,2025-04-14,2025-04-16,2025-04-16
SF-SPR-007,41,3.3397,2025-04-14,2025-04-16,2025-04-16
SF-SPR-008,27,1.658,2025-04-14,2025-04-16,2025-04-16
SF-SPR-009,32,2.3778,2025-04-14,2025-04-16,2025-04-16
SC-CAN-002,9,7.0009,2025-04-14,2025-04-16,2025-04-16
SC-CAN-011,8,6.151,2025-04-14,2025-04-16,2025-04-16
SC-CAN-012,9,6.0612,2025-04-14,2025-04-16,2025-04-16
SC-CHO-002,1,6.728,2025-04-14,2025-04-16,2025-04-16
SC-CHO-003,5,5.7189,2025-04-14,2025-04-16,2025-04-16
SC-CHO-010,17,6.6447,2025-04-14,2025-04-16,2025-04-16
SC-CHO-012,25,6.1316,2025-04-14,2025-04-16,2025-04-16
SC-COO-002,10,6.1949,2025-04-14,2025-04-16,2025-04-16
SC-COO-003,13,5.7537,2025-04-14,2025-04-16,2025-04-16
SC-COO-010,6,6.7164,2025-04-14,2025-04-16,2025-04-16
SC-COO-011,3,6.3636,2025-04-14,2025-04-16,2025-04-16
SC-COO-012,8,6.0462,2025-04-14,2025-04-16,2025-04-16
SC-NUT-002,6,6.4641,2025-04-14,2025-04-16,2025-04-16
SC-NUT-003,9,6.1658,2025-04-14,2025-04-16,2025-04-18
SC-NUT-010,2,6.7752,2025-04-14,2025-04-16,2025-04-16
SC-NUT-011,7,5.7572,2025-04-14,2025-04-16,2025-04-16
SC-SAV-003,10,5.5543,2025-04-14,2025-04-16,2025-04-16
SC-SAV-010,1,6.1099,2025-04-14,2025-04-16,2025-04-16
AB-SPI-001,4,27.621,2025-04-21,2025-04-23,2025-04-25
AB-SPI-004,11,16.5804,2025-04-21,2025-04-23,2025-04-25
AB-SPI-006,5,17.326,2025-04-21,2025-04-23,2025-04-25
AB-SPI-007,5,11.2167,2025-04-21,2025-04-23,2025-04-25
AB-SPI-008,2,12.0442,2025-04-21,2025-04-23,2025-04-25
AB-SPI-009,4,9.8657,2025-04-21,2025-04-23,2025-04-25
AB-SPI-010,9,31.3081,2025-04-21,2025-04-23,2025-04-25
AB-WIN-001,3,16.4813,2025-04-21,2025-04-23,2025-04-25
AB-WIN-002,6,14.9763,2025-04-21,2025-04-23,2025-04-25
AB-WIN-004,4,8.9258,2025-04-21,2025-04-23,2025-04-25
AB-WIN-005,14,9.4897,2025-04-21,2025-04-23,2025-04-25
AB-WIN-012,3,15.2324,2025-04-21,2025-04-23,2025-04-25
BB-BKG-007,171,1.2784,2025-04-21,2025-04-23,2025-04-25
BB-BKG-009,234,1.178,2025-04-21,2025-04-23,2025-04-25
BB-FBR-009,251,1.2091,2025-04-21,2025-04-23,2025-04-25
BB-PAS-007,105,1.3891,2025-04-21,2025-04-23,2025-04-25
BB-PAS-008,261,1.5032,2025-04-21,2025-04-23,2025-04-25
BN-BTW-003,35,1.9998,2025-04-21,2025-04-23,2025-04-25
BN-BTW-009,310,0.8016,2025-04-21,2025-04-23,2025-04-25
BN-COF-004,46,4.4557,2025-04-21,2025-04-23,2025-04-25
BN-COF-009,77,1.9957,2025-04-21,2025-04-23,2025-04-25
BN-JUI-002,10,4.3233,2025-04-21,2025-04-23,2025-04-25
BN-JUI-006,64,2.8337,2025-04-21,2025-04-23,2025-04-25
DE-CRE-007,119,1.3593,2025-04-21,2025-04-23,2025-04-26
DE-CRE-009,105,1.1968,2025-04-21,2025-04-23,2025-04-25
DE-MIL-007,570,1.0577,2025-04-21,2025-04-23,2025-04-25
DE-MIL-008,22,0.9046,2025-04-21,2025-04-23,2025-04-25
DE-MIL-009,859,0.848,2025-04-21,2025-04-23,2025-04-25
DE-YOG-008,104,1.1664,2025-04-21,2025-04-23,2025-04-25
FP-FRU-005,62,1.7813,2025-04-21,2025-04-23,2025-04-25
FP-HER-007,104,1.4735,2025-04-21,2025-04-23,2025-04-25
FP-HER-008,282,1.8419,2025-04-21,2025-04-23,2025-04-25
FP-HER-009,186,1.4196,2025-04-21,2025-04-23,2025-04-25
FP-VEG-007,146,1.8519,2025-04-21,2025-04-23,2025-04-25
FP-VEG-008,203,1.7016,2025-04-21,2025-04-23,2025-04-25
FF-DES-009,36,1.8246,2025-04-21,2025-04-23,2025-04-26
FF-FVG-007,27,1.2527,2025-04-21,2025-04-23,2025-04-25
FF-FVG-008,404,1.3883,2025-04-21,2025-04-23,2025-04-25
FF-FVG-009,28,1.5203,2025-04-21,2025-04-23,2025-04-25
FF-ICE-008,18,1.7279,2025-04-21,2025-04-23,2025-04-25
FF-ICE-009,122,1.6462,2025-04-21,2025-04-23,2025-04-25
HC-CAG-001,1,7.2581,2025-04-21,2025-04-23,2025-04-25
HC-CAG-002,1,7.5265,2025-04-21,2025-04-23,2025-04-25
HC-CAG-003,5,9.0452,2025-04-21,2025-04-23,2025-04-25
HC-CAG-011,3,8.1129,2025-04-21,2025-04-23,2025-04-25
HC-CAG-012,1,8.4026,2025-04-21,2025-04-23,2025-04-25
HC-DET-003,3,7.105,2025-04-21,2025-04-23,2025-04-25
HC-DET-005,4,6.5333,2025-04-21,2025-04-23,2025-04-25
HC-DET-010,6,7.9781,2025-04-21,2025-04-23,2025-04-25
HC-DET-011,3,12.3444,2025-04-21,2025-04-23,2025-04-25
HC-DET-012,1,8.4932,2025-04-21,2025-04-23,2025-04-25
HC-KIT-003,3,10.3838,2025-04-21,2025-04-23,2025-04-25
HC-KIT-010,6,7.679,2025-04-21,2025-04-23,2025-04-25
HC-KIT-011,3,8.4558,2025-04-21,2025-04-23,2025-04-25
HC-KIT-012,4,7.0469,2025-04-21,2025-04-23,2025-04-25
HC-PAP-001,4,8.7087,2025-04-21,2025-04-23,2025-04-25
HC-PAP-010,3,10.2435,2025-04-21,2025-04-23,2025-04-25
HC-PAP-011,4,7.8897,2025-04-21,2025-04-23,2025-04-25
MP-CHI-007,52,3.2917,2025-04-21,2025-04-23,2025-04-26
MP-POR-007,33,3.0831,2025-04-21,2025-04-23,2025-04-25
MP-PRM-006,42,3.561,2025-04-21,2025-04-23,2025-04-25
MP-PRM-007,312,2.5047,2025-04-21,2025-04-23,2025-04-25
MP-PRM-008,18,2.9756,2025-04-21,2025-04-23,2025-04-25
MP-PRM-009,27,2.0557,2025-04-21,2025-04-23,2025-04-25
PP-CNG-004,162,1.7646,2025-04-21,2025-04-23,2025-04-25
PP-CNG-005,75,1.5063,2025-04-21,2025-04-23,2025-04-25
PP-CNG-006,214,1.7437,2025-04-21,2025-04-23,2025-04-25
PP-CNG-007,262,1.0389,2025-04-21,2025-04-23,2025-04-25
PP-OIL-005,50,4.0277,2025-04-21,2025-04-23,2025-04-25
PP-PAS-011,62,4.514,2025-04-21,2025-04-23,2025-04-25
PH-HYG-001,3,7.6924,2025-04-21,2025-04-23,2025-04-25
PH-HYG-003,3,8.8898,2025-04-21,2025-04-23,2025-04-25
PH-HYG-012,1,8.7874,2025-04-21,2025-04-23,2025-04-25
PH-OTC-002,4,8.6281,2025-04-21,2025-04-23,2025-04-25
PH-OTC-010,5,9.6611,2025-04-21,2025-04-23,2025-04-25
PH-OTC-012,10,8.9506,2025-04-21,2025-04-23,2025-04-25
PH-TOI-003,4,9.7806,2025-04-21,2025-04-23,2025-04-25
PH-TOI-012,3,8.9423,2025-04-21,2025-04-23,2025-04-25
PH-VIT-001,1,12.7982,2025-04-21,2025-04-23,2025-04-25
PH-VIT-002,4,10.3159,2025-04-21,2025-04-23,2025-04-25
PH-VIT-011,3,11.9461,2025-04-21,2025-04-23,2025-04-25
PH-VIT-012,3,11.2048,2025-04-21,2025-04-23,2025-04-25
PH-WEL-002,3,11.2317,2025-04-21,2025-04-23,2025-04-25
PH-WEL-003,2,10.1598,2025-04-21,2025-04-23,2025-04-25
PH-WEL-010,4,13.0656,2025-04-21,2025-04-23,2025-04-25
PH-WEL-011,3,10.8491,2025-04-21,2025-04-23,2025-04-25
PH-WEL-012,13,15.402,2025-04-21,2025-04-23,2025-04-25
SF-FFF-009,11,3.3236,2025-04-21,2025-04-23,2025-04-25
SF-SHL-009,4,3.6692,2025-04-21,2025-04-23,2025-04-25
SF-SPR-004,129,2.7309,2025-04-21,2025-04-23,2025-04-25
SF-SPR-007,49,3.1513,2025-04-21,2025-04-23,2025-04-26
SF-SPR-008,34,1.6653,2025-04-21,2025-04-23,2025-04-27
SF-SPR-009,51,2.5644,2025-04-21,2025-04-23,2025-04-25
SC-CAN-002,9,7.1735,2025-04-21,2025-04-23,2025-04-25
SC-CAN-011,7,6.0687,2025-04-21,2025-04-23,2025-04-25
SC-CAN-012,7,6.3213,2025-04-21,2025-04-23,2025-04-25
SC-CHO-003,1,5.8022,2025-04-21,2025-04-23,2025-04-25
SC-CHO-010,10,6.5756,2025-04-21,2025-04-23,2025-04-26
SC-CHO-012,38,6.0183,2025-04-21,2025-04-23,2025-04-25
SC-COO-002,13,6.0425,2025-04-21,2025-04-23,2025-04-27
SC-COO-003,12,5.8864,2025-04-21,2025-04-23,2025-04-25
SC-COO-010,8,6.6606,2025-04-21,2025-04-23,2025-04-25
SC-COO-011,9,6.2823,2025-04-21,2025-04-23,2025-04-25
SC-COO-012,3,5.9128,2025-04-21,2025-04-23,2025-04-25
SC-NUT-002,9,6.1862,2025-04-21,2025-04-23,2025-04-25
SC-NUT-003,16,6.0044,2025-04-21,2025-04-23,2025-04-25
SC-NUT-010,9,7.1575,2025-04-21,2025-04-23,2025-04-25
SC-NUT-011,4,5.8436,2025-04-21,2025-04-23,2025-04-25
SC-SAV-003,9,5.9918,2025-04-21,2025-04-23,2025-04-25
SC-SAV-010,7,5.9685,2025-04-21,2025-04-23,2025-04-25
AB-SPI-001,3,28.4828,2025-04-28,2025-04-30,2025-05-01
AB-SPI-004,8,16.4548,2025-04-28,2025-04-30,2025-05-01
AB-SPI-006,1,17.2707,2025-04-28,2025-04-30,2025-05-01
AB-SPI-007,2,11.0316,2025-04-28,2025-04-30,2025-05-01
AB-SPI-008,1,11.9955,2025-04-28,2025-04-30,2025-05-01
