date,dow,month,week,season,holiday,pre_holiday,closed
2026-10-17,5,10,94,autumn,,0,0
2026-10-18,6,10,94,autumn,,0,0
2026-10-19,0,10,94,autumn,,0,0
2026-10-20,1,10,94,autumn,,0,0
2026-10-21,2,10,94,autumn,,0,0
2026-10-22,3,10,95,autumn,,0,0
2026-10-23,4,10,95,autumn,,0,0
2026-10-24,5,10,95,autumn,,0,0
2026-10-25,6,10,95,autumn,,0,0
2026-10-26,0,10,95,autumn,,0,0
2026-10-27,1,10,95,autumn,,0,0
2026-10-28,2,10,95,autumn,,0,0
2026-10-29,3,10,96,autumn,,0,0
2026-10-30,4,10,96,autumn,,0,0
2026-10-31,5,10,96,autumn,,0,0
2026-11-01,6,11,96,autumn,,0,0
2026-11-02,0,11,96,autumn,,0,0
2026-11-03,1,11,96,autumn,,0,0
2026-11-04,2,11,96,autumn,,0,0
2026-11-05,3,11,97,autumn,,0,0
2026-11-06,4,11,97,autumn,,0,0
2026-11-07,5,11,97,autumn,,0,0
2026-11-08,6,11,97,autumn,,0,0
2026-11-09,0,11,97,autumn,,0,0
2026-11-10,1,11,97,autumn,,0,0
2026-11-11,2,11,97,autumn,,0,0
2026-11-12,3,11,98,autumn,,0,0
2026-11-13,4,11,98,autumn,,0,0
2026-11-14,5,11,98,autumn,,0,0
2026-11-15,6,11,98,autumn,,0,0
2026-11-16,0,11,98,autumn,,0,0
2026-11-17,1,11,98,autumn,,0,0
2026-11-18,2,11,98,autumn,,0,0
2026-11-19,3,11,99,autumn,,0,0
2026-11-20,4,11,99,autumn,,0,0
2026-11-21,5,11,99,autumn,,0,0
2026-11-22,6,11,99,autumn,,0,0
2026-11-23,0,11,99,autumn,,0,0
2026-11-24,1,11,99,autumn,,0,0
2026-11-25,2,11,99,autumn,,0,0
2026-11-26,3,11,100,autumn,,0,0
2026-11-27,4,11,100,autumn,,0,0
2026-11-28,5,11,100,autumn,,0,0
2026-11-29,6,11,100,autumn,,0,0
2026-11-30,0,11,100,autumn,,0,0
2026-12-01,1,12,100,winter,,0,0
2026-12-02,2,12,100,winter,,0,0
2026-12-03,3,12,101,winter,,0,0
2026-12-04,4,12,101,winter,,0,0
2026-12-05,5,12,101,winter,,0,0
2026-12-06,6,12,101,winter,,0,0
2026-12-07,0,12,101,winter,,0,0
2026-12-08,1,12,101,winter,,0,0
2026-12-09,2,12,101,winter,,0,0
2026-12-10,3,12,102,winter,,0,0
2026-12-11,4,12,102,winter,,0,0
2026-12-12,5,12,102,winter,,0,0
2026-12-13,6,12,102,winter,,0,0
2026-12-14,0,12,102,winter,,0,0
2026-12-15,1,12,102,winter,,0,0
2026-12-16,2,12,102,winter,,0,0
2026-12-17,3,12,103,winter,,0,0
2026-12-18,4,12,103,winter,,0,0
2026-12-19,5,12,103,winter,,0,0
2026-12-20,6,12,103,winter,,0,0
2026-12-21,0,12,103,winter,,0,0
2026-12-22,1,12,103,winter,,1,0
2026-12-23,2,12,103,winter,,1,0
2026-12-24,3,12,104,winter,christmas_eve,1,0
2026-12-25,4,12,104,winter,christmas,0,1
2026-12-26,5,12,104,winter,boxing_day,0,0
2026-12-27,6,12,104,winter,,0,0
2026-12-28,0,12,104,winter,,0,0
2026-12-29,1,12,104,winter,,0,0
2026-12-30,2,12,104,winter,,0,0
2026-12-31,3,12,104,winter,new_years_eve,0,0
2027-01-01,4,1,105,winter,new_year,0,1
2027-01-02,5,1,105,winter,,0,0
2027-01-03,6,1,105,winter,,0,0
2027-01-04,0,1,105,winter,,0,0
2027-01-05,1,1,105,winter,,0,0
2027-01-06,2,1,105,winter,,0,0
2027-01-07,3,1,105,winter,,0,0
2027-01-08,4,1,106,winter,,0,0
2027-01-09,5,1,106,winter,,0,0
2027-01-10,6,1,106,winter,,0,0
2027-01-11,0,1,106,winter,,0,0
2027-01-12,1,1,106,winter,,0,0
2027-01-13,2,1,106,winter,,0,0
2027-01-14,3,1,106,winter,,0,0
2027-01-15,4,1,107,winter,,0,0
2027-01-16,5,1,107,winter,,0,0
2027-01-17,6,1,107,winter,,0,0
2027-01-18,0,1,107,winter,,0,0
2027-01-19,1,1,107,winter,,0,0
2027-01-20,2,1,107,winter,,0,0
2027-01-21,3,1,107,winter,,0,0
2027-01-22,4,1,108,winter,,0,0
2027-01-23,5,1,108,winter,,0,0
2027-01-24,6,1,108,winter,,0,0
2027-01-25,0,1,108,winter,,0,0
2027-01-26,1,1,108,winter,,0,0
2027-01-27,2,1,108,winter,,0,0
2027-01-28,3,1,108,winter,,0,0
2027-01-29,4,1,109,winter,,0,0
2027-01-30,5,1,109,winter,,0,0
2027-01-31,6,1,109,winter,,0,0
2027-02-01,0,2,109,winter,,0,0
2027-02-02,1,2,109,winter,,0,0
2027-02-03,2,2,109,winter,,0,0
2027-02-04,3,2,109,winter,,0,0
2027-02-05,4,2,110,winter,,0,0
2027-02-06,5,2,110,winter,,0,0
2027-02-07,6,2,110,winter,,0,0
2027-02-08,0,2,110,winter,,0,0
2027-02-09,1,2,110,winter,,0,0
2027-02-10,2,2,110,winter,,0,0
2027-02-11,3,2,110,winter,,0,0
2027-02-12,4,2,111,winter,,0,0
2027-02-13,5,2,111,winter,,0,0
2027-02-14,6,2,111,winter,,0,0
2027-02-15,0,2,111,winter,,0,0
2027-02-16,1,2,111,winter,,0,0
2027-02-17,2,2,111,winter,,0,0
2027-02-18,3,2,111,winter,,0,0
2027-02-19,4,2,112,winter,,0,0
2027-02-20,5,2,112,winter,,0,0
2027-02-21,6,2,112,winter,,0,0
2027-02-22,0,2,112,winter,,0,0
2027-02-23,1,2,112,winter,,0,0
2027-02-24,2,2,112,winter,,0,0
2027-02-25,3,2,112,winter,,0,0
2027-02-26,4,2,113,winter,,0,0
2027-02-27,5,2,113,winter,,0,0
2027-02-28,6,2,113,winter,,0,0
2027-03-01,0,3,113,spring,,0,0
2027-03-02,1,3,113,spring,,0,0
2027-03-03,2,3,113,spring,,0,0
2027-03-04,3,3,113,spring,,0,0
2027-03-05,4,3,114,spring,,0,0
2027-03-06,5,3,114,spring,,0,0
2027-03-07,6,3,114,spring,,0,0
2027-03-08,0,3,114,spring,,0,0
2027-03-09,1,3,114,spring,,0,0
2027-03-10,2,3,114,spring,,0,0
2027-03-11,3,3,114,spring,,0,0
2027-03-12,4,3,115,spring,,0,0
2027-03-13,5,3,115,spring,,0,0
2027-03-14,6,3,115,spring,,0,0
2027-03-15,0,3,115,spring,,0,0
2027-03-16,1,3,115,spring,,0,0
2027-03-17,2,3,115,spring,,0,0
2027-03-18,3,3,115,spring,,0,0
2027-03-19,4,3,116,spring,,0,0
2027-03-20,5,3,116,spring,,0,0
2027-03-21,6,3,116,spring,,0,0
2027-03-22,0,3,116,spring,,0,0
2027-03-23,1,3,116,spring,,0,0
2027-03-24,2,3,116,spring,,0,0
2027-03-25,3,3,116,spring,,0,0
2027-03-26,4,3,117,spring,good_friday,1,0
2027-03-27,5,3,117,spring,,1,0
2027-03-28,6,3,117,spring,,1,0
2027-03-29,0,3,117,spring,easter_monday,0,0
2027-03-30,1,3,117,spring,,0,0
2027-03-31,2,3,117,spring,,0,0
2027-04-01,3,4,117,spring,,0,0
2027-04-02,4,4,118,spring,,0,0
2027-04-03,5,4,118,spring,,0,0
2027-04-04,6,4,118,spring,,0,0
2027-04-05,0,4,118,spring,,0,0
2027-04-06,1,4,118,spring,,0,0
2027-04-07,2,4,118,spring,,0,0
2027-04-08,3,4,118,spring,,0,0
2027-04-09,4,4,119,spring,,0,0
2027-04-10,5,4,119,spring,,0,0
2027-04-11,6,4,119,spring,,0,0
2027-04-12,0,4,119,spring,,0,0
2027-04-13,1,4,119,spring,,0,0
2027-04-14,2,4,119,spring,,0,0
2027-04-15,3,4,119,spring,,0,0
2027-04-16,4,4,120,spring,,0,0
2027-04-17,5,4,120,spring,,0,0
2027-04-18,6,4,120,spring,,0,0
2027-04-19,0,4,120,spring,,0,0
2027-04-20,1,4,120,spring,,0,0
2027-04-21,2,4,120,spring,,0,0
2027-04-22,3,4,120,spring,,0,0
2027-04-23,4,4,121,spring,,0,0
2027-04-24,5,4,121,spring,,0,0
2027-04-25,6,4,121,spring,,0,0
2027-04-26,0,4,121,spring,,0,0
2027-04-27,1,4,121,spring,,0,0
2027-04-28,2,4,121,spring,,0,0
2027-04-29,3,4,121,spring,,0,0
2027-04-30,4,4,122,spring,,0,0
2027-05-01,5,5,122,spring,may_day,0,0
2027-05-02,6,5,122,spring,,0,0
2027-05-03,0,5,122,spring,,0,0
2027-05-04,1,5,122,spring,,0,0
2027-05-05,2,5,122,spring,,0,0
2027-05-06,3,5,122,spring,,0,0
2027-05-07,4,5,123,spring,,0,0
2027-05-08,5,5,123,spring,,0,0
2027-05-09,6,5,123,spring,,0,0
2027-05-10,0,5,123,spring,,0,0
2027-05-11,1,5,123,spring,,0,0
2027-05-12,2,5,123,spring,,0,0
2027-05-13,3,5,123,spring,,0,0
2027-05-14,4,5,124,spring,,0,0
2027-05-15,5,5,124,spring,,0,0
2027-05-16,6,5,124,spring,,0,0
2027-05-17,0,5,124,spring,,0,0
2027-05-18,1,5,124,spring,,0,0
2027-05-19,2,5,124,spring,,0,0
2027-05-20,3,5,124,spring,,0,0
2027-05-21,4,5,125,spring,,0,0
2027-05-22,5,5,125,spring,,0,0
2027-05-23,6,5,125,spring,,0,0
2027-05-24,0,5,125,spring,,0,0
2027-05-25,1,5,125,spring,,0,0
2027-05-26,2,5,125,spring,,0,0
2027-05-27,3,5,125,spring,,0,0
2027-05-28,4,5,126,spring,,0,0
2027-05-29,5,5,126,spring,,0,0
2027-05-30,6,5,126,spring,,0,0
2027-05-31,0,5,126,spring,,0,0
2027-06-01,1,6,126,summer,,0,0
2027-06-02,2,6,126,summer,,0,0
2027-06-03,3,6,126,summer,,0,0
2027-06-04,4,6,127,summer,,0,0
2027-06-05,5,6,127,summer,,0,0
2027-06-06,6,6,127,summer,,0,0
2027-06-07,0,6,127,summer,,0,0
2027-06-08,1,6,127,summer,,0,0
2027-06-09,2,6,127,summer,,0,0
2027-06-10,3,6,127,summer,,0,0
2027-06-11,4,6,128,summer,,0,0
2027-06-12,5,6,128,summer,,0,0
2027-06-13,6,6,128,summer,,0,0
2027-06-14,0,6,128,summer,,0,0
2027-06-15,1,6,128,summer,,0,0
2027-06-16,2,6,128,summer,,0,0
2027-06-17,3,6,128,summer,,0,0
2027-06-18,4,6,129,summer,,1,0
2027-06-19,5,6,129,summer,,1,0
2027-06-20,6,6,129,summer,,1,0
2027-06-21,0,6,129,summer,midsummer,0,0
2027-06-22,1,6,129,summer,,0,0
2027-06-23,2,6,129,summer,,0,0
2027-06-24,3,6,129,summer,,0,0
2027-06-25,4,6,130,summer,,0,0
2027-06-26,5,6,130,summer,,0,0
2027-06-27,6,6,130,summer,,0,0
2027-06-28,0,6,130,summer,,0,0
2027-06-29,1,6,130,summer,,0,0
2027-06-30,2,6,130,summer,,0,0
2027-07-01,3,7,130,summer,,0,0
2027-07-02,4,7,131,summer,,0,0
2027-07-03,5,7,131,summer,,0,0
2027-07-04,6,7,131,summer,,0,0
2027-07-05,0,7,131,summer,,0,0
2027-07-06,1,7,131,summer,,0,0
2027-07-07,2,7,131,summer,,0,0
2027-07-08,3,7,131,summer,,0,0
2027-07-09,4,7,132,summer,,0,0
2027-07-10,5,7,132,summer,,0,0
2027-07-11,6,7,132,summer,,0,0
2027-07-12,0,7,132,summer,,0,0
2027-07-13,1,7,132,summer,,0,0
2027-07-14,2,7,132,summer,,0,0
2027-07-15,3,7,132,summer,,0,0
2027-07-16,4,7,133,summer,,0,0
2027-07-17,5,7,133,summer,,0,0
2027-07-18,6,7,133,summer,,0,0
2027-07-19,0,7,133,summer,,0,0
2027-07-20,1,7,133,summer,,0,0
2027-07-21,2,7,133,summer,,0,0
2027-07-22,3,7,133,summer,,0,0
2027-07-23,4,7,134,summer,,0,0
2027-07-24,5,7,134,summer,,0,0
2027-07-25,6,7,134,summer,,0,0
2027-07-26,0,7,134,summer,,0,0
2027-07-27,1,7,134,summer,,0,0
2027-07-28,2,7,134,summer,,0,0
2027-07-29,3,7,134,summer,,0,0
2027-07-30,4,7,135,summer,,0,0
2027-07-31,5,7,135,summer,,0,0
2027-08-01,6,8,135,summer,,0,0
2027-08-02,0,8,135,summer,,0,0
2027-08-03,1,8,135,summer,,0,0
2027-08-04,2,8,135,summer,,0,0
2027-08-05,3,8,135,summer,,0,0
2027-08-06,4,8,136,summer,,0,0
2027-08-07,5,8,136,summer,,0,0
2027-08-08,6,8,136,summer,,0,0
2027-08-09,0,8,136,summer,,0,0
2027-08-10,1,8,136,summer,,0,0
2027-08-11,2,8,136,summer,,0,0
2027-08-12,3,8,136,summer,,0,0
2027-08-13,4,8,137,summer,,0,0
2027-08-14,5,8,137,summer,,0,0
2027-08-15,6,8,137,summer,,0,0
2027-08-16,0,8,137,summer,,0,0
2027-08-17,1,8,137,summer,,0,0
2027-08-18,2,8,137,summer,,0,0
2027-08-19,3,8,137,summer,,0,0
2027-08-20,4,8,138,summer,,0,0
2027-08-21,5,8,138,summer,,0,0
2027-08-22,6,8,138,summer,,0,0
2027-08-23,0,8,138,summer,,0,0
2027-08-24,1,8,138,summer,,0,0
2027-08-25,2,8,138,summer,,0,0
2027-08-26,3,8,138,summer,,0,0
2027-08-27,4,8,139,summer,,0,0
2027-08-28,5,8,139,summer,,0,0
2027-08-29,6,8,139,summer,,0,0
2027-08-30,0,8,139,summer,,0,0
2027-08-31,1,8,139,summer,,0,0
2027-09-01,2,9,139,autumn,,0,0
2027-09-02,3,9,139,autumn,,0,0
2027-09-03,4,9,140,autumn,,0,0
2027-09-04,5,9,140,autumn,,0,0
2027-09-05,6,9,140,autumn,,0,0
2027-09-06,0,9,140,autumn,,0,0
2027-09-07,1,9,140,autumn,,0,0
2027-09-08,2,9,140,autumn,,0,0
2027-09-09,3,9,140,autumn,,0,0
2027-09-10,4,9,141,autumn,,0,0
2027-09-11,5,9,141,autumn,,0,0
2027-09-12,6,9,141,autumn,,0,0
2027-09-13,0,9,141,autumn,,0,0
2027-09-14,1,9,141,autumn,,0,0
2027-09-15,2,9,141,autumn,,0,0
2027-09-16,3,9,141,autumn,,0,0
2027-09-17,4,9,142,autumn,,0,0
2027-09-18,5,9,142,autumn,,0,0
2027-09-19,6,9,142,autumn,,0,0
2027-09-20,0,9,142,autumn,,0,0
2027-09-21,1,9,142,autumn,,0,0
2027-09-22,2,9,142,autumn,,0,0
2027-09-23,3,9,142,autumn,,0,0
2027-09-24,4,9,143,autumn,,0,0
2027-09-25,5,9,143,autumn,,0,0
2027-09-26,6,9,143,autumn,,0,0
2027-09-27,0,9,143,autumn,,0,0
2027-09-28,1,9,143,autumn,,0,0
2027-09-29,2,9,143,autumn,,0,0
2027-09-30,3,9,143,autumn,,0,0
2027-10-01,4,10,144,autumn,,0,0
2027-10-02,5,10,144,autumn,,0,0
2027-10-03,6,10,144,autumn,,0,0
2027-10-04,0,10,144,autumn,,0,0
2027-10-05,1,10,144,autumn,,0,0
2027-10-06,2,10,144,autumn,,0,0
2027-10-07,3,10,144,autumn,,0,0
2027-10-08,4,10,145,autumn,,0,0
2027-10-09,5,10,145,autumn,,0,0
2027-10-10,6,10,145,autumn,,0,0
2027-10-11,0,10,145,autumn,,0,0
2027-10-12,1,10,145,autumn,,0,0
2027-10-13,2,10,145,autumn,,0,0
2027-10-14,3,10,145,autumn,,0,0
2027-10-15,4,10,146,autumn,,0,0
2027-10-16,5,10,146,autumn,,0,0
2027-10-17,6,10,146,autumn,,0,0
2027-10-18,0,10,146,autumn,,0,0
2027-10-19,1,10,146,autumn,,0,0
2027-10-20,2,10,146,autumn,,0,0
2027-10-21,3,10,146,autumn,,0,0
2027-10-22,4,10,147,autumn,,0,0
2027-10-23,5,10,147,autumn,,0,0
2027-10-24,6,10,147,autumn,,0,0
2027-10-25,0,10,147,autumn,,0,0
2027-10-26,1,10,147,autumn,,0,0
2027-10-27,2,10,147,autumn,,0,0
2027-10-28,3,10,147,autumn,,0,0
2027-10-29,4,10,148,autumn,,0,0
2027-10-30,5,10,148,autumn,,0,0
2027-10-31,6,10,148,autumn,,0,0
2027-11-01,0,11,148,autumn,,0,0
2027-11-02,1,11,148,autumn,,0,0
2027-11-03,2,11,148,autumn,,0,0
2027-11-04,3,11,148,autumn,,0,0
2027-11-05,4,11,149,autumn,,0,0
2027-11-06,5,11,149,autumn,,0,0
2027-11-07,6,11,149,autumn,,0,0
2027-11-08,0,11,149,autumn,,0,0
2027-11-09,1,11,149,autumn,,0,0
2027-11-10,2,11,149,autumn,,0,0
2027-11-11,3,11,149,autumn,,0,0
2027-11-12,4,11,150,autumn,,0,0
2027-11-13,5,11,150,autumn,,0,0
2027-11-14,6,11,150,autumn,,0,0
2027-11-15,0,11,150,autumn,,0,0
2027-11-16,1,11,150,autumn,,0,0
2027-11-17,2,11,150,autumn,,0,0
2027-11-18,3,11,150,autumn,,0,0
2027-11-19,4,11,151,autumn,,0,0
2027-11-20,5,11,151,autumn,,0,0
2027-11-21,6,11,151,autumn,,0,0
2027-11-22,0,11,151,autumn,,0,0
2027-11-23,1,11,151,autumn,,0,0
2027-11-24,2,11,151,autumn,,0,0
2027-11-25,3,11,151,autumn,,0,0
2027-11-26,4,11,152,autumn,,0,0
2027-11-27,5,11,152,autumn,,0,0
2027-11-28,6,11,152,autumn,,0,0
2027-11-29,0,11,152,autumn,,0,0
2027-11-30,1,11,152,autumn,,0,0
2027-12-01,2,12,152,winter,,0,0
2027-12-02,3,12,152,winter,,0,0
2027-12-03,4,12,153,winter,,0,0
2027-12-04,5,12,153,winter,,0,0
2027-12-05,6,12,153,winter,,0,0
2027-12-06,0,12,153,winter,,0,0
2027-12-07,1,12,153,winter,,0,0
2027-12-08,2,12,153,winter,,0,0
2027-12-09,3,12,153,winter,,0,0
2027-12-10,4,12,154,winter,,0,0
2027-12-11,5,12,154,winter,,0,0
2027-12-12,6,12,154,winter,,0,0
2027-12-13,0,12,154,winter,,0,0
2027-12-14,1,12,154,winter,,0,0
2027-12-15,2,12,154,winter,,0,0
2027-12-16,3,12,154,winter,,0,0
2027-12-17,4,12,155,winter,,0,0
2027-12-18,5,12,155,winter,,0,0
2027-12-19,6,12,155,winter,,0,0
2027-12-20,0,12,155,winter,,0,0
2027-12-21,1,12,155,winter,,0,0
2027-12-22,2,12,155,winter,,1,0
2027-12-23,3,12,155,winter,,1,0
2027-12-24,4,12,156,winter,christmas_eve,1,0
2027-12-25,5,12,156,winter,christmas,0,1
2027-12-26,6,12,156,winter,boxing_day,0,0
2027-12-27,0,12,156,winter,,0,0
2027-12-28,1,12,156,winter,,0,0
2027-12-29,2,12,156,winter,,0,0
2027-12-30,3,12,156,winter,,0,0
2027-12-31,4,12,156,winter,new_years_eve,0,0
