uid,price,date
SF-SPR-009,2.79,2025-11-19
SC-COO-002,8.39,2025-11-19
AB-SPI-011,41.39,2025-11-26
BB-PAS-007,1.69,2025-11-26
BN-COF-009,2.6500000000000004,2025-11-26
DE-MIL-009,1.09,2025-11-26
HC-DET-010,12.09,2025-11-26
HC-PAP-012,10.49,2025-11-26
PP-CNG-004,2.39,2025-11-26
SF-SPR-004,3.1900000000000004,2025-11-26
SC-COO-010,8.790000000000001,2025-11-26
AB-SPI-005,23.29,2025-12-03
BB-BKG-008,1.69,2025-12-03
BB-BKG-009,1.59,2025-12-03
BB-PAS-007,1.79,2025-12-03
BN-BTW-003,2.6900000000000004,2025-12-03
BN-COF-009,2.5500000000000003,2025-12-03
HC-CAG-002,11.49,2025-12-03
HC-CAG-011,11.59,2025-12-03
HC-DET-003,10.09,2025-12-03
MP-PRM-009,2.6500000000000004,2025-12-03
PH-OTC-002,12.49,2025-12-03
SF-SPR-004,3.29,2025-12-03
AB-SPI-006,20.99,2025-12-10
BB-BKG-009,1.49,2025-12-10
BN-BTW-003,2.5900000000000003,2025-12-10
FP-HER-008,2.29,2025-12-10
FF-FVG-007,1.79,2025-12-10
FF-FVG-009,2.1,2025-12-10
HC-CAG-012,12.290000000000001,2025-12-10
MP-POR-007,3.89,2025-12-10
MP-PRM-008,3.89,2025-12-10
MP-PRM-009,2.75,2025-12-10
PH-WEL-011,16.09,2025-12-10
SF-SPR-008,1.89,2025-12-10
SC-COO-011,8.75,2025-12-10
SC-SAV-010,8.049999999999999,2025-12-10
AB-SPI-012,48.39,2025-12-17
BB-BKG-008,1.79,2025-12-17
BN-BTW-003,2.6900000000000004,2025-12-17
BN-COF-004,5.79,2025-12-17
BN-COF-009,2.6500000000000004,2025-12-17
FP-HER-008,2.1900000000000004,2025-12-17
FP-VEG-008,1.99,2025-12-17
FF-ICE-009,2.39,2025-12-17
PP-OIL-005,5.49,2025-12-17
PH-TOI-003,14.69,2025-12-17
SC-CHO-012,8.39,2025-12-17
BB-PAS-007,1.69,2025-12-24
BN-BTW-003,2.5900000000000003,2025-12-24
FF-DES-009,2.49,2025-12-24
FF-ICE-008,2.49,2025-12-24
HC-KIT-012,10.49,2025-12-24
HC-PAP-011,11.290000000000001,2025-12-24
MP-PRM-007,3.1900000000000004,2025-12-24
PH-WEL-003,14.149999999999999,2025-12-24
AB-WIN-011,21.689999999999998,2025-12-31
BB-FBR-009,1.69,2025-12-31
BN-BTW-003,2.6900000000000004,2025-12-31
BN-COF-009,2.5500000000000003,2025-12-31
MP-PRM-009,2.85,2025-12-31
PP-CNG-006,2.1900000000000004,2025-12-31
PH-WEL-011,15.59,2025-12-31
