uid,on_hand,date
SF-SPR-009,18,2025-02-17
AB-SPI-001,6,2025-02-18
AB-SPI-002,31,2025-02-18
AB-SPI-003,30,2025-02-18
AB-SPI-004,9,2025-02-18
AB-SPI-005,25,2025-02-18
AB-SPI-006,11,2025-02-18
AB-SPI-007,7,2025-02-18
AB-SPI-008,15,2025-02-18
AB-SPI-009,8,2025-02-18
AB-SPI-010,0,2025-02-18
AB-SPI-011,27,2025-02-18
AB-SPI-012,21,2025-02-18
AB-WIN-001,13,2025-02-18
AB-WIN-002,2,2025-02-18
AB-WIN-003,28,2025-02-18
AB-WIN-004,18,2025-02-18
AB-WIN-005,5,2025-02-18
AB-WIN-010,26,2025-02-18
AB-WIN-011,19,2025-02-18
AB-WIN-012,9,2025-02-18
BB-BKG-007,102,2025-02-18
BB-BKG-008,24,2025-02-18
BB-BKG-009,29,2025-02-18
BB-FBR-009,67,2025-02-18
BB-PAS-007,110,2025-02-18
BB-PAS-008,3,2025-02-18
BN-BTW-003,42,2025-02-18
BN-BTW-009,149,2025-02-18
BN-COF-004,39,2025-02-18
BN-COF-009,51,2025-02-18
BN-JUI-002,65,2025-02-18
BN-JUI-006,37,2025-02-18
DE-CRE-007,212,2025-02-18
DE-CRE-009,198,2025-02-18
DE-MIL-007,-8,2025-02-18
DE-MIL-008,20,2025-02-18
DE-MIL-009,0,2025-02-18
DE-YOG-008,179,2025-02-18
FF-DES-009,33,2025-02-18
FF-FVG-007,31,2025-02-18
FF-FVG-008,0,2025-02-18
FF-FVG-009,59,2025-02-18
FF-ICE-008,21,2025-02-18
FF-ICE-009,0,2025-02-18
FP-FRU-005,19,2025-02-18
FP-HER-007,34,2025-02-18
FP-HER-008,55,2025-02-18
FP-HER-009,128,2025-02-18
FP-VEG-007,79,2025-02-18
FP-VEG-008,70,2025-02-18
HC-CAG-001,8,2025-02-18
HC-CAG-002,12,2025-02-18
HC-CAG-003,4,2025-02-18
HC-CAG-010,9,2025-02-18
HC-CAG-011,3,2025-02-18
HC-CAG-012,3,2025-02-18
HC-DET-001,13,2025-02-18
HC-DET-003,0,2025-02-18
HC-DET-005,0,2025-02-18
HC-DET-010,6,2025-02-18
HC-DET-011,4,2025-02-18
HC-DET-012,14,2025-02-18
HC-KIT-003,7,2025-02-18
HC-KIT-010,7,2025-02-18
HC-KIT-011,6,2025-02-18
HC-KIT-012,0,2025-02-18
HC-PAP-001,0,2025-02-18
HC-PAP-010,7,2025-02-18
HC-PAP-011,10,2025-02-18
HC-PAP-012,12,2025-02-18
MP-CHI-007,43,2025-02-18
MP-POR-007,15,2025-02-18
MP-PRM-006,39,2025-02-18
MP-PRM-007,0,2025-02-18
MP-PRM-008,29,2025-02-18
MP-PRM-009,11,2025-02-18
PH-HYG-001,4,2025-02-18
PH-HYG-003,9,2025-02-18
PH-HYG-012,8,2025-02-18
PH-OTC-002,5,2025-02-18
PH-OTC-010,1,2025-02-18
PH-OTC-012,0,2025-02-18
PH-TOI-002,12,2025-02-18
PH-TOI-003,5,2025-02-18
PH-TOI-012,2,2025-02-18
PH-VIT-001,8,2025-02-18
PH-VIT-002,5,2025-02-18
PH-VIT-003,10,2025-02-18
PH-VIT-010,10,2025-02-18
PH-VIT-011,4,2025-02-18
PH-VIT-012,3,2025-02-18
PH-WEL-002,4,2025-02-18
PH-WEL-003,1,2025-02-18
PH-WEL-010,8,2025-02-18
PH-WEL-011,6,2025-02-18
PH-WEL-012,15,2025-02-18
PP-CNG-004,147,2025-02-18
PP-CNG-005,108,2025-02-18
PP-CNG-006,199,2025-02-18
PP-CNG-007,286,2025-02-18
PP-OIL-005,0,2025-02-18
PP-PAS-011,39,2025-02-18
SC-CAN-002,11,2025-02-18
SC-CAN-010,42,2025-02-18
SC-CAN-011,8,2025-02-18
SC-CAN-012,10,2025-02-18
SC-CHO-002,34,2025-02-18
SC-CHO-003,29,2025-02-18
SC-CHO-010,10,2025-02-18
SC-CHO-011,35,2025-02-18
SC-CHO-012,22,2025-02-18
SC-COO-002,16,2025-02-18
SC-COO-003,5,2025-02-18
SC-COO-010,17,2025-02-18
SC-COO-011,11,2025-02-18
SC-COO-012,27,2025-02-18
SC-NUT-002,21,2025-02-18
SC-NUT-003,2,2025-02-18
SC-NUT-010,11,2025-02-18
SC-NUT-011,5,2025-02-18
SC-SAV-003,10,2025-02-18
SC-SAV-010,21,2025-02-18
SF-FFF-009,19,2025-02-18
SF-SHL-009,29,2025-02-18
SF-SPR-004,0,2025-02-18
SF-SPR-007,0,2025-02-18
SF-SPR-008,8,2025-02-18
SF-SPR-009,3,2025-02-18
AB-SPI-001,7,2025-02-19
AB-SPI-002,31,2025-02-19
AB-SPI-003,30,2025-02-19
AB-SPI-004,8,2025-02-19
AB-SPI-005,25,2025-02-19
AB-SPI-006,11,2025-02-19
AB-SPI-007,7,2025-02-19
AB-SPI-008,14,2025-02-19
AB-SPI-009,8,2025-02-19
AB-SPI-010,9,2025-02-19
AB-SPI-011,27,2025-02-19
AB-SPI-012,21,2025-02-19
AB-WIN-001,12,2025-02-19
AB-WIN-002,5,2025-02-19
AB-WIN-003,28,2025-02-19
AB-WIN-004,18,2025-02-19
AB-WIN-005,12,2025-02-19
AB-WIN-010,26,2025-02-19
AB-WIN-011,19,2025-02-19
AB-WIN-012,9,2025-02-19
BB-BKG-007,232,2025-02-19
BB-BKG-008,36,2025-02-19
BB-BKG-009,307,2025-02-19
BB-FBR-009,278,2025-02-19
BB-PAS-007,154,2025-02-19
BB-PAS-008,251,2025-02-19
BN-BTW-003,45,2025-02-19
BN-BTW-009,395,2025-02-19
BN-COF-004,61,2025-02-19
BN-COF-009,113,2025-02-19
BN-JUI-002,65,2025-02-19
BN-JUI-006,67,2025-02-19
DE-CRE-007,223,2025-02-19
DE-CRE-009,290,2025-02-19
DE-MIL-007,597,2025-02-19
DE-MIL-008,39,2025-02-19
DE-MIL-009,747,2025-02-19
DE-YOG-008,184,2025-02-19
FF-DES-009,71,2025-02-19
FF-FVG-007,114,2025-02-19
FF-FVG-008,114,2025-02-19
FF-FVG-009,103,2025-02-19
FF-ICE-008,45,2025-02-19
FF-ICE-009,136,2025-02-19
FP-FRU-005,50,2025-02-19
FP-HER-007,110,2025-02-19
FP-HER-008,314,2025-02-19
FP-HER-009,223,2025-02-19
FP-VEG-007,198,2025-02-19
FP-VEG-008,167,2025-02-19
HC-CAG-001,7,2025-02-19
HC-CAG-002,12,2025-02-19
HC-CAG-003,5,2025-02-19
HC-CAG-010,9,2025-02-19
HC-CAG-011,3,2025-02-19
HC-CAG-012,4,2025-02-19
HC-DET-001,13,2025-02-19
HC-DET-003,4,2025-02-19
HC-DET-005,3,2025-02-19
HC-DET-010,9,2025-02-19
HC-DET-011,4,2025-02-19
HC-DET-012,14,2025-02-19
HC-KIT-003,6,2025-02-19
HC-KIT-010,10,2025-02-19
HC-KIT-011,6,2025-02-19
HC-KIT-012,4,2025-02-19
HC-PAP-001,5,2025-02-19
HC-PAP-010,7,2025-02-19
HC-PAP-011,10,2025-02-19
HC-PAP-012,12,2025-02-19
MP-CHI-007,78,2025-02-19
MP-POR-007,48,2025-02-19
MP-PRM-006,66,2025-02-19
MP-PRM-007,193,2025-02-19
MP-PRM-008,30,2025-02-19
MP-PRM-009,49,2025-02-19
PH-HYG-001,5,2025-02-19
PH-HYG-003,9,2025-02-19
PH-HYG-012,8,2025-02-19
PH-OTC-002,6,2025-02-19
PH-OTC-010,8,2025-02-19
PH-OTC-012,7,2025-02-19
PH-TOI-002,11,2025-02-19
PH-TOI-003,7,2025-02-19
PH-TOI-012,8,2025-02-19
PH-VIT-001,7,2025-02-19
PH-VIT-002,4,2025-02-19
PH-VIT-003,10,2025-02-19
PH-VIT-010,10,2025-02-19
PH-VIT-011,4,2025-02-19
PH-VIT-012,4,2025-02-19
PH-WEL-002,4,2025-02-19
PH-WEL-003,3,2025-02-19
PH-WEL-010,6,2025-02-19
PH-WEL-011,7,2025-02-19
PH-WEL-012,20,2025-02-19
PP-CNG-004,317,2025-02-19
PP-CNG-005,106,2025-02-19
PP-CNG-006,310,2025-02-19
PP-CNG-007,524,2025-02-19
PP-OIL-005,64,2025-02-19
PP-PAS-011,92,2025-02-19
SC-CAN-002,16,2025-02-19
SC-CAN-010,42,2025-02-19
SC-CAN-011,12,2025-02-19
SC-CAN-012,16,2025-02-19
SC-CHO-002,33,2025-02-19
SC-CHO-003,29,2025-02-19
SC-CHO-010,19,2025-02-19
SC-CHO-011,35,2025-02-19
SC-CHO-012,43,2025-02-19
SC-COO-002,17,2025-02-19
SC-COO-003,13,2025-02-19
SC-COO-010,17,2025-02-19
SC-COO-011,14,2025-02-19
SC-COO-012,27,2025-02-19
SC-NUT-002,19,2025-02-19
SC-NUT-003,14,2025-02-19
SC-NUT-010,12,2025-02-19
SC-NUT-011,12,2025-02-19
SC-SAV-003,18,2025-02-19
SC-SAV-010,20,2025-02-19
SF-FFF-009,22,2025-02-19
SF-SHL-009,30,2025-02-19
SF-SPR-004,66,2025-02-19
SF-SPR-007,59,2025-02-19
SF-SPR-008,46,2025-02-19
SF-SPR-009,44,2025-02-19
AB-SPI-001,7,2025-02-20
AB-SPI-002,31,2025-02-20
AB-SPI-003,30,2025-02-20
AB-SPI-004,7,2025-02-20
AB-SPI-005,25,2025-02-20
AB-SPI-006,10,2025-02-20
AB-SPI-007,7,2025-02-20
AB-SPI-008,13,2025-02-20
AB-SPI-009,8,2025-02-20
AB-SPI-010,9,2025-02-20
AB-SPI-011,27,2025-02-20
AB-SPI-012,21,2025-02-20
AB-WIN-001,11,2025-02-20
AB-WIN-002,3,2025-02-20
AB-WIN-003,28,2025-02-20
AB-WIN-004,18,2025-02-20
AB-WIN-005,12,2025-02-20
AB-WIN-010,26,2025-02-20
AB-WIN-011,19,2025-02-20
AB-WIN-012,9,2025-02-20
BB-BKG-007,219,2025-02-20
BB-BKG-008,36,2025-02-20
BB-BKG-009,271,2025-02-20
BB-FBR-009,257,2025-02-20
BB-PAS-007,146,2025-02-20
BB-PAS-008,222,2025-02-20
BN-BTW-003,44,2025-02-20
BN-BTW-009,371,2025-02-20
BN-COF-004,53,2025-02-20
BN-COF-009,100,2025-02-20
BN-JUI-002,65,2025-02-20
BN-JUI-006,62,2025-02-20
DE-CRE-007,223,2025-02-20
DE-CRE-009,279,2025-02-20
DE-MIL-007,553,2025-02-20
DE-MIL-008,39,2025-02-20
DE-MIL-009,616,2025-02-20
DE-YOG-008,153,2025-02-20
FF-DES-009,67,2025-02-20
FF-FVG-007,105,2025-02-20
FF-FVG-008,76,2025-02-20
FF-FVG-009,103,2025-02-20
FF-ICE-008,45,2025-02-20
FF-ICE-009,130,2025-02-20
FP-FRU-005,49,2025-02-20
FP-HER-007,95,2025-02-20
FP-HER-008,292,2025-02-20
FP-HER-009,191,2025-02-20
FP-VEG-007,180,2025-02-20
FP-VEG-008,152,2025-02-20
HC-CAG-001,7,2025-02-20
HC-CAG-002,12,2025-02-20
HC-CAG-003,4,2025-02-20
HC-CAG-010,9,2025-02-20
HC-CAG-011,3,2025-02-20
HC-CAG-012,4,2025-02-20
HC-DET-001,13,2025-02-20
HC-DET-003,4,2025-02-20
HC-DET-005,3,2025-02-20
HC-DET-010,9,2025-02-20
HC-DET-011,4,2025-02-20
HC-DET-012,14,2025-02-20
HC-KIT-003,6,2025-02-20
HC-KIT-010,9,2025-02-20
HC-KIT-011,6,2025-02-20
HC-KIT-012,4,2025-02-20
HC-PAP-001,5,2025-02-20
HC-PAP-010,7,2025-02-20
HC-PAP-011,10,2025-02-20
HC-PAP-012,12,2025-02-20
MP-CHI-007,64,2025-02-20
MP-POR-007,48,2025-02-20
MP-PRM-006,63,2025-02-20
MP-PRM-007,162,2025-02-20
MP-PRM-008,30,2025-02-20
MP-PRM-009,47,2025-02-20
PH-HYG-001,5,2025-02-20
PH-HYG-003,9,2025-02-20
PH-HYG-012,8,2025-02-20
PH-OTC-002,6,2025-02-20
PH-OTC-010,8,2025-02-20
PH-OTC-012,5,2025-02-20
PH-TOI-002,11,2025-02-20
PH-TOI-003,5,2025-02-20
PH-TOI-012,8,2025-02-20
PH-VIT-001,7,2025-02-20
PH-VIT-002,3,2025-02-20
PH-VIT-003,10,2025-02-20
PH-VIT-010,10,2025-02-20
PH-VIT-011,4,2025-02-20
PH-VIT-012,4,2025-02-20
PH-WEL-002,4,2025-02-20
PH-WEL-003,3,2025-02-20
PH-WEL-010,6,2025-02-20
PH-WEL-011,7,2025-02-20
PH-WEL-012,18,2025-02-20
PP-CNG-004,293,2025-02-20
PP-CNG-005,87,2025-02-20
PP-CNG-006,284,2025-02-20
PP-CNG-007,502,2025-02-20
PP-OIL-005,64,2025-02-20
PP-PAS-011,87,2025-02-20
SC-CAN-002,14,2025-02-20
SC-CAN-010,42,2025-02-20
SC-CAN-011,12,2025-02-20
SC-CAN-012,15,2025-02-20
SC-CHO-002,33,2025-02-20
SC-CHO-003,29,2025-02-20
SC-CHO-010,15,2025-02-20
SC-CHO-011,35,2025-02-20
SC-CHO-012,39,2025-02-20
SC-COO-002,16,2025-02-20
SC-COO-003,11,2025-02-20
SC-COO-010,17,2025-02-20
SC-COO-011,13,2025-02-20
SC-COO-012,25,2025-02-20
SC-NUT-002,19,2025-02-20
SC-NUT-003,13,2025-02-20
SC-NUT-010,9,2025-02-20
SC-NUT-011,10,2025-02-20
SC-SAV-003,18,2025-02-20
SC-SAV-010,17,2025-02-20
SF-FFF-009,22,2025-02-20
SF-SHL-009,26,2025-02-20
SF-SPR-004,52,2025-02-20
SF-SPR-007,55,2025-02-20
SF-SPR-008,42,2025-02-20
SF-SPR-009,43,2025-02-20
AB-SPI-001,6,2025-02-21
AB-SPI-002,31,2025-02-21
AB-SPI-003,30,2025-02-21
AB-SPI-004,6,2025-02-21
AB-SPI-005,25,2025-02-21
AB-SPI-006,9,2025-02-21
AB-SPI-007,7,2025-02-21
AB-SPI-008,13,2025-02-21
AB-SPI-009,7,2025-02-21
AB-SPI-010,8,2025-02-21
AB-SPI-011,27,2025-02-21
AB-SPI-012,21,2025-02-21
AB-WIN-001,11,2025-02-21
AB-WIN-002,1,2025-02-21
AB-WIN-003,28,2025-02-21
AB-WIN-004,18,2025-02-21
AB-WIN-005,7,2025-02-21
AB-WIN-010,26,2025-02-21
AB-WIN-011,19,2025-02-21
AB-WIN-012,7,2025-02-21
BB-BKG-007,203,2025-02-21
BB-BKG-008,34,2025-02-21
BB-BKG-009,241,2025-02-21
BB-FBR-009,212,2025-02-21
BB-PAS-007,132,2025-02-21
BB-PAS-008,182,2025-02-21
BN-BTW-003,42,2025-02-21
BN-BTW-009,338,2025-02-21
BN-COF-004,49,2025-02-21
BN-COF-009,90,2025-02-21
BN-JUI-002,65,2025-02-21
BN-JUI-006,57,2025-02-21
DE-CRE-007,218,2025-02-21
DE-CRE-009,272,2025-02-21
DE-MIL-007,487,2025-02-21
DE-MIL-008,38,2025-02-21
DE-MIL-009,471,2025-02-21
DE-YOG-008,145,2025-02-21
FF-DES-009,61,2025-02-21
FF-FVG-007,99,2025-02-21
FF-FVG-008,0,2025-02-21
FF-FVG-009,99,2025-02-21
FF-ICE-008,45,2025-02-21
FF-ICE-009,121,2025-02-21
FP-FRU-005,32,2025-02-21
FP-HER-007,84,2025-02-21
FP-HER-008,242,2025-02-21
FP-HER-009,179,2025-02-21
FP-VEG-007,166,2025-02-21
FP-VEG-008,138,2025-02-21
HC-CAG-001,4,2025-02-21
HC-CAG-002,12,2025-02-21
HC-CAG-003,4,2025-02-21
HC-CAG-010,9,2025-02-21
HC-CAG-011,3,2025-02-21
HC-CAG-012,4,2025-02-21
HC-DET-001,13,2025-02-21
HC-DET-003,4,2025-02-21
HC-DET-005,2,2025-02-21
HC-DET-010,7,2025-02-21
HC-DET-011,4,2025-02-21
HC-DET-012,14,2025-02-21
HC-KIT-003,5,2025-02-21
HC-KIT-010,9,2025-02-21
HC-KIT-011,6,2025-02-21
HC-KIT-012,3,2025-02-21
HC-PAP-001,4,2025-02-21
HC-PAP-010,6,2025-02-21
HC-PAP-011,10,2025-02-21
HC-PAP-012,12,2025-02-21
MP-CHI-007,57,2025-02-21
MP-POR-007,45,2025-02-21
MP-PRM-006,56,2025-02-21
MP-PRM-007,128,2025-02-21
MP-PRM-008,29,2025-02-21
MP-PRM-009,39,2025-02-21
PH-HYG-001,5,2025-02-21
PH-HYG-003,9,2025-02-21
PH-HYG-012,8,2025-02-21
PH-OTC-002,5,2025-02-21
PH-OTC-010,8,2025-02-21
PH-OTC-012,3,2025-02-21
PH-TOI-002,11,2025-02-21
PH-TOI-003,4,2025-02-21
PH-TOI-012,8,2025-02-21
PH-VIT-001,7,2025-02-21
PH-VIT-002,2,2025-02-21
PH-VIT-003,10,2025-02-21
PH-VIT-010,10,2025-02-21
PH-VIT-011,2,2025-02-21
PH-VIT-012,3,2025-02-21
PH-WEL-002,3,2025-02-21
PH-WEL-003,3,2025-02-21
PH-WEL-010,6,2025-02-21
PH-WEL-011,7,2025-02-21
PH-WEL-012,14,2025-02-21
PP-CNG-004,263,2025-02-21
PP-CNG-005,74,2025-02-21
PP-CNG-006,260,2025-02-21
PP-CNG-007,449,2025-02-21
PP-OIL-005,64,2025-02-21
PP-PAS-011,87,2025-02-21
SC-CAN-002,14,2025-02-21
SC-CAN-010,42,2025-02-21
SC-CAN-011,10,2025-02-21
SC-CAN-012,15,2025-02-21
SC-CHO-002,33,2025-02-21
SC-CHO-003,28,2025-02-21
SC-CHO-010,13,2025-02-21
SC-CHO-011,35,2025-02-21
SC-CHO-012,35,2025-02-21
SC-COO-002,10,2025-02-21
SC-COO-003,9,2025-02-21
SC-COO-010,16,2025-02-21
SC-COO-011,13,2025-02-21
SC-COO-012,24,2025-02-21
SC-NUT-002,19,2025-02-21
SC-NUT-003,13,2025-02-21
SC-NUT-010,9,2025-02-21
SC-NUT-011,5,2025-02-21
SC-SAV-003,14,2025-02-21
SC-SAV-010,16,2025-02-21
SF-FFF-009,21,2025-02-21
SF-SHL-009,25,2025-02-21
SF-SPR-004,40,2025-02-21
SF-SPR-007,43,2025-02-21
SF-SPR-008,41,2025-02-21
SF-SPR-009,40,2025-02-21
AB-SPI-001,6,2025-02-22
AB-SPI-002,31,2025-02-22
AB-SPI-003,30,2025-02-22
AB-SPI-004,5,2025-02-22
AB-SPI-005,24,2025-02-22
AB-SPI-006,8,2025-02-22
AB-SPI-007,4,2025-02-22
AB-SPI-008,13,2025-02-22
AB-SPI-009,7,2025-02-22
AB-SPI-010,8,2025-02-22
AB-SPI-011,27,2025-02-22
AB-SPI-012,21,2025-02-22
AB-WIN-001,9,2025-02-22
AB-WIN-002,0,2025-02-22
AB-WIN-003,28,2025-02-22
AB-WIN-004,18,2025-02-22
AB-WIN-005,4,2025-02-22
AB-WIN-010,24,2025-02-22
AB-WIN-011,19,2025-02-22
AB-WIN-012,6,2025-02-22
BB-BKG-007,146,2025-02-22
BB-BKG-008,33,2025-02-22
BB-BKG-009,189,2025-02-22
BB-FBR-009,160,2025-02-22
BB-PAS-007,111,2025-02-22
BB-PAS-008,106,2025-02-22
BN-BTW-003,38,2025-02-22
BN-BTW-009,269,2025-02-22
BN-COF-004,42,2025-02-22
BN-COF-009,69,2025-02-22
BN-JUI-002,65,2025-02-22
BN-JUI-006,52,2025-02-22
DE-CRE-007,202,2025-02-22
DE-CRE-009,264,2025-02-22
DE-MIL-007,365,2025-02-22
DE-MIL-008,38,2025-02-22
DE-MIL-009,210,2025-02-22
DE-YOG-008,120,2025-02-22
FF-DES-009,48,2025-02-22
FF-FVG-007,51,2025-02-22
FF-FVG-008,0,2025-02-22
FF-FVG-009,81,2025-02-22
FF-ICE-008,44,2025-02-22
FF-ICE-009,103,2025-02-22
FP-FRU-005,8,2025-02-22
FP-HER-007,40,2025-02-22
FP-HER-008,200,2025-02-22
FP-HER-009,156,2025-02-22
FP-VEG-007,141,2025-02-22
FP-VEG-008,112,2025-02-22
HC-CAG-001,4,2025-02-22
HC-CAG-002,10,2025-02-22
HC-CAG-003,3,2025-02-22
HC-CAG-010,9,2025-02-22
HC-CAG-011,3,2025-02-22
HC-CAG-012,4,2025-02-22
HC-DET-001,13,2025-02-22
HC-DET-003,4,2025-02-22
HC-DET-005,2,2025-02-22
HC-DET-010,7,2025-02-22
HC-DET-011,4,2025-02-22
HC-DET-012,14,2025-02-22
HC-KIT-003,4,2025-02-22
HC-KIT-010,6,2025-02-22
HC-KIT-011,6,2025-02-22
HC-KIT-012,2,2025-02-22
HC-PAP-001,4,2025-02-22
HC-PAP-010,6,2025-02-22
HC-PAP-011,10,2025-02-22
HC-PAP-012,12,2025-02-22
MP-CHI-007,29,2025-02-22
MP-POR-007,45,2025-02-22
MP-PRM-006,53,2025-02-22
MP-PRM-007,64,2025-02-22
MP-PRM-008,19,2025-02-22
MP-PRM-009,24,2025-02-22
PH-HYG-001,4,2025-02-22
PH-HYG-003,9,2025-02-22
PH-HYG-012,7,2025-02-22
PH-OTC-002,4,2025-02-22
PH-OTC-010,7,2025-02-22
PH-OTC-012,2,2025-02-22
PH-TOI-002,11,2025-02-22
PH-TOI-003,2,2025-02-22
PH-TOI-012,7,2025-02-22
PH-VIT-001,7,2025-02-22
PH-VIT-002,0,2025-02-22
PH-VIT-003,9,2025-02-22
PH-VIT-010,10,2025-02-22
PH-VIT-011,0,2025-02-22
PH-VIT-012,1,2025-02-22
PH-WEL-002,3,2025-02-22
PH-WEL-003,2,2025-02-22
PH-WEL-010,5,2025-02-22
PH-WEL-011,7,2025-02-22
PH-WEL-012,12,2025-02-22
PP-CNG-004,198,2025-02-22
PP-CNG-005,62,2025-02-22
PP-CNG-006,216,2025-02-22
PP-CNG-007,366,2025-02-22
PP-OIL-005,42,2025-02-22
PP-PAS-011,86,2025-02-22
SC-CAN-002,12,2025-02-22
SC-CAN-010,42,2025-02-22
SC-CAN-011,8,2025-02-22
SC-CAN-012,13,2025-02-22
SC-CHO-002,33,2025-02-22
SC-CHO-003,23,2025-02-22
SC-CHO-010,8,2025-02-22
SC-CHO-011,34,2025-02-22
SC-CHO-012,28,2025-02-22
SC-COO-002,10,2025-02-22
SC-COO-003,8,2025-02-22
SC-COO-010,16,2025-02-22
SC-COO-011,12,2025-02-22
SC-COO-012,24,2025-02-22
SC-NUT-002,19,2025-02-22
SC-NUT-003,11,2025-02-22
SC-NUT-010,6,2025-02-22
SC-NUT-011,4,2025-02-22
SC-SAV-003,13,2025-02-22
SC-SAV-010,15,2025-02-22
SF-FFF-009,21,2025-02-22
SF-SHL-009,24,2025-02-22
SF-SPR-004,11,2025-02-22
SF-SPR-007,32,2025-02-22
SF-SPR-008,32,2025-02-22
SF-SPR-009,36,2025-02-22
AB-SPI-001,5,2025-02-23
AB-SPI-002,31,2025-02-23
AB-SPI-003,30,2025-02-23
AB-SPI-004,3,2025-02-23
AB-SPI-005,24,2025-02-23
AB-SPI-006,8,2025-02-23
AB-SPI-007,3,2025-02-23
AB-SPI-008,12,2025-02-23
AB-SPI-009,6,2025-02-23
AB-SPI-010,5,2025-02-23
AB-SPI-011,27,2025-02-23
AB-SPI-012,21,2025-02-23
AB-WIN-001,9,2025-02-23
AB-WIN-002,0,2025-02-23
AB-WIN-003,27,2025-02-23
AB-WIN-004,18,2025-02-23
AB-WIN-005,4,2025-02-23
AB-WIN-010,24,2025-02-23
AB-WIN-011,19,2025-02-23
AB-WIN-012,6,2025-02-23
BB-BKG-007,137,2025-02-23
BB-BKG-008,33,2025-02-23
BB-BKG-009,99,2025-02-23
BB-FBR-009,60,2025-02-23
BB-PAS-007,103,2025-02-23
BB-PAS-008,73,2025-02-23
BN-BTW-003,34,2025-02-23
BN-BTW-009,215,2025-02-23
BN-COF-004,38,2025-02-23
BN-COF-009,55,2025-02-23
BN-JUI-002,65,2025-02-23
BN-JUI-006,40,2025-02-23
DE-CRE-007,198,2025-02-23
DE-CRE-009,240,2025-02-23
DE-MIL-007,259,2025-02-23
DE-MIL-008,32,2025-02-23
DE-MIL-009,0,2025-02-23
DE-YOG-008,110,2025-02-23
FF-DES-009,32,2025-02-23
FF-FVG-007,26,2025-02-23
FF-FVG-008,0,2025-02-23
FF-FVG-009,63,2025-02-23
FF-ICE-008,35,2025-02-23
FF-ICE-009,67,2025-02-23
FP-FRU-005,8,2025-02-23
FP-HER-007,22,2025-02-23
FP-HER-008,134,2025-02-23
FP-HER-009,116,2025-02-23
FP-VEG-007,121,2025-02-23
FP-VEG-008,70,2025-02-23
HC-CAG-001,4,2025-02-23
HC-CAG-002,10,2025-02-23
HC-CAG-003,3,2025-02-23
HC-CAG-010,9,2025-02-23
HC-CAG-011,1,2025-02-23
HC-CAG-012,4,2025-02-23
HC-DET-001,13,2025-02-23
HC-DET-003,4,2025-02-23
HC-DET-005,0,2025-02-23
HC-DET-010,6,2025-02-23
HC-DET-011,4,2025-02-23
HC-DET-012,14,2025-02-23
HC-KIT-003,2,2025-02-23
HC-KIT-010,4,2025-02-23
HC-KIT-011,6,2025-02-23
HC-KIT-012,2,2025-02-23
HC-PAP-001,1,2025-02-23
HC-PAP-010,6,2025-02-23
HC-PAP-011,10,2025-02-23
HC-PAP-012,12,2025-02-23
MP-CHI-007,16,2025-02-23
MP-POR-007,42,2025-02-23
MP-PRM-006,49,2025-02-23
MP-PRM-007,28,2025-02-23
MP-PRM-008,17,2025-02-23
MP-PRM-009,18,2025-02-23
PH-HYG-001,4,2025-02-23
PH-HYG-003,9,2025-02-23
PH-HYG-012,7,2025-02-23
PH-OTC-002,2,2025-02-23
PH-OTC-010,6,2025-02-23
PH-OTC-012,0,2025-02-23
PH-TOI-002,11,2025-02-23
PH-TOI-003,1,2025-02-23
PH-TOI-012,5,2025-02-23
PH-VIT-001,7,2025-02-23
PH-VIT-002,0,2025-02-23
PH-VIT-003,9,2025-02-23
PH-VIT-010,10,2025-02-23
PH-VIT-011,0,2025-02-23
PH-VIT-012,1,2025-02-23
PH-WEL-002,3,2025-02-23
PH-WEL-003,1,2025-02-23
PH-WEL-010,5,2025-02-23
PH-WEL-011,5,2025-02-23
PH-WEL-012,7,2025-02-23
PP-CNG-004,158,2025-02-23
PP-CNG-005,56,2025-02-23
PP-CNG-006,194,2025-02-23
PP-CNG-007,275,2025-02-23
PP-OIL-005,42,2025-02-23
PP-PAS-011,66,2025-02-23
SC-CAN-002,10,2025-02-23
SC-CAN-010,42,2025-02-23
SC-CAN-011,7,2025-02-23
SC-CAN-012,13,2025-02-23
SC-CHO-002,31,2025-02-23
SC-CHO-003,23,2025-02-23
SC-CHO-010,6,2025-02-23
SC-CHO-011,34,2025-02-23
SC-CHO-012,22,2025-02-23
SC-COO-002,9,2025-02-23
SC-COO-003,7,2025-02-23
SC-COO-010,15,2025-02-23
SC-COO-011,10,2025-02-23
SC-COO-012,24,2025-02-23
SC-NUT-002,19,2025-02-23
SC-NUT-003,4,2025-02-23
SC-NUT-010,5,2025-02-23
SC-NUT-011,2,2025-02-23
SC-SAV-003,11,2025-02-23
SC-SAV-010,14,2025-02-23
SF-FFF-009,20,2025-02-23
SF-SHL-009,20,2025-02-23
SF-SPR-004,0,2025-02-23
SF-SPR-007,19,2025-02-23
SF-SPR-008,27,2025-02-23
SF-SPR-009,16,2025-02-23
AB-SPI-001,5,2025-02-24
AB-SPI-002,31,2025-02-24
AB-SPI-003,30,2025-02-24
AB-SPI-004,3,2025-02-24
AB-SPI-005,24,2025-02-24
AB-SPI-006,7,2025-02-24
AB-SPI-007,3,2025-02-24
AB-SPI-008,12,2025-02-24
AB-SPI-009,6,2025-02-24
AB-SPI-010,5,2025-02-24
AB-SPI-011,27,2025-02-24
AB-SPI-012,21,2025-02-24
AB-WIN-001,9,2025-02-24
AB-WIN-002,0,2025-02-24
