t,hour,customer_id,category,uid,qty,cause
19,13,19,Dairy and Eggs,,4,outside
19,13,19,Bakery and Bread,BB-PAS-007,2,stockout
19,13,19,Frozen Foods,FF-DES-009,1,budget
19,13,19,Pantry Staples and Packaged Goods,,2,budget
19,13,19,Meat and Poultry,,2,budget
19,13,19,Alcoholic Beverages,,1,budget
19,13,77,Seafood,,2,outside
19,13,77,Dairy and Eggs,,10,outside
19,13,77,Bakery and Bread,,1,outside
19,13,77,Meat and Poultry,,6,outside
19,13,77,Frozen Foods,,4,outside
19,13,113,Seafood,,2,outside
19,13,113,Fresh Produce,,6,outside
19,13,113,Dairy and Eggs,,8,outside
19,13,113,Beverages (Non-Alcoholic),,2,outside
19,13,113,Pantry Staples and Packaged Goods,,5,outside
19,13,113,Frozen Foods,,6,outside
19,13,113,Meat and Poultry,,1,outside
19,13,133,Meat and Poultry,,2,outside
19,13,133,Fresh Produce,,1,outside
19,13,133,Pantry Staples and Packaged Goods,PP-CNG-004,3,budget
19,13,133,Dairy and Eggs,,12,budget
19,13,133,Beverages (Non-Alcoholic),,4,budget
19,13,229,Snacks and Confectionery,,1,outside
19,13,229,Frozen Foods,,1,outside
19,13,229,Bakery and Bread,,1,outside
19,14,41,Seafood,SF-SHL-009,1,budget
19,14,41,Snacks and Confectionery,,1,budget
19,14,72,Bakery and Bread,,5,outside
19,14,72,Dairy and Eggs,,6,outside
19,14,72,Beverages (Non-Alcoholic),,2,outside
19,14,72,Fresh Produce,,1,outside
19,14,191,Seafood,,1,outside
19,14,191,Frozen Foods,,3,outside
19,14,191,Meat and Poultry,,2,outside
19,14,191,Dairy and Eggs,,4,outside
19,14,191,Bakery and Bread,,2,outside
19,14,191,Fresh Produce,,2,outside
19,15,39,Bakery and Bread,,2,outside
19,15,39,Fresh Produce,,2,outside
19,15,39,Meat and Poultry,,3,outside
19,15,39,Pantry Staples and Packaged Goods,,5,outside
19,15,39,Personal Care and Health,PH-VIT-002,1,budget
19,15,39,Seafood,,2,budget
19,15,39,Snacks and Confectionery,,1,budget
19,15,70,Meat and Poultry,,2,outside
19,15,70,Beverages (Non-Alcoholic),BN-BTW-009,2,budget
19,15,70,Frozen Foods,,2,budget
19,15,70,Bakery and Bread,,1,budget
19,15,174,Dairy and Eggs,,10,outside
19,15,174,Meat and Poultry,,8,outside
19,15,174,Seafood,,2,outside
19,15,174,Snacks and Confectionery,SC-COO-011,3,budget
19,16,23,Fresh Produce,,6,outside
19,16,23,Dairy and Eggs,,6,outside
19,16,34,Bakery and Bread,,6,outside
19,16,34,Pantry Staples and Packaged Goods,,8,outside
19,16,34,Seafood,,2,outside
19,16,34,Fresh Produce,FP-VEG-008,1,stockout
19,16,34,Fresh Produce,FP-VEG-007,1,budget
19,16,150,Pantry Staples and Packaged Goods,PP-CNG-007,1,stockout
19,16,150,Pantry Staples and Packaged Goods,PP-CNG-006,1,budget
19,16,150,Snacks and Confectionery,,1,budget
19,16,153,Seafood,,2,outside
19,16,153,Bakery and Bread,,2,outside
19,16,153,Frozen Foods,,2,outside
19,16,207,Fresh Produce,,4,outside
19,16,207,Meat and Poultry,,4,outside
19,16,207,Pantry Staples and Packaged Goods,,4,outside
19,16,207,Bakery and Bread,,8,outside
19,16,207,Frozen Foods,,6,outside
19,16,207,Dairy and Eggs,,8,outside
19,16,209,Frozen Foods,,2,outside
19,16,209,Pantry Staples and Packaged Goods,PP-OIL-005,6,budget
19,16,209,Snacks and Confectionery,,1,budget
19,16,209,Dairy and Eggs,,9,budget
19,16,209,Fresh Produce,,4,budget
19,16,209,Meat and Poultry,,3,budget
19,16,209,Alcoholic Beverages,,1,budget
19,16,209,Bakery and Bread,,4,budget
19,16,258,Beverages (Non-Alcoholic),,5,outside
19,16,258,Pantry Staples and Packaged Goods,,5,outside
19,16,258,Frozen Foods,,4,outside
19,16,258,Dairy and Eggs,,4,outside
19,16,258,Snacks and Confectionery,SC-SAV-003,1,budget
19,16,258,Meat and Poultry,,1,budget
19,17,12,Dairy and Eggs,,8,outside
19,17,12,Meat and Poultry,,2,outside
19,17,12,Personal Care and Health,,1,outside
19,17,42,Fresh Produce,,8,outside
19,17,42,Frozen Foods,,4,outside
19,17,42,Pantry Staples and Packaged Goods,,5,outside
19,17,42,Dairy and Eggs,,7,outside
19,17,42,Beverages (Non-Alcoholic),BN-COF-004,2,budget
19,17,42,Seafood,,2,budget
19,17,90,Bakery and Bread,,2,outside
19,17,90,Seafood,,1,outside
19,17,90,Snacks and Confectionery,SC-NUT-010,1,budget
19,17,197,Frozen Foods,FF-DES-009,1,stockout
19,17,197,Seafood,,1,outside
19,17,197,Meat and Poultry,MP-PRM-009,1,budget
19,17,197,Beverages (Non-Alcoholic),,3,budget
19,17,197,Alcoholic Beverages,,1,budget
19,17,200,Meat and Poultry,MP-CHI-007,1,stockout
19,17,200,Meat and Poultry,MP-PRM-009,1,budget
19,17,200,Personal Care and Health,,1,budget
19,17,200,Seafood,,2,budget
19,17,200,Snacks and Confectionery,,2,budget
19,17,200,Bakery and Bread,,4,budget
19,17,200,Dairy and Eggs,,13,budget
19,17,200,Pantry Staples and Packaged Goods,,5,budget
19,17,200,Fresh Produce,,3,budget
19,17,200,Frozen Foods,,1,budget
19,17,215,Dairy and Eggs,,2,outside
19,17,215,Fresh Produce,FP-HER-008,4,budget
19,17,215,Beverages (Non-Alcoholic),,2,budget
19,17,215,Pantry Staples and Packaged Goods,,2,budget
19,17,215,Seafood,,1,budget
19,17,231,Frozen Foods,,6,outside
19,17,231,Beverages (Non-Alcoholic),BN-COF-004,1,budget
19,17,231,Pantry Staples and Packaged Goods,,5,budget
19,18,35,Bakery and Bread,,5,outside
19,18,35,Personal Care and Health,PH-WEL-012,1,budget
19,18,35,Seafood,,3,budget
19,18,35,Snacks and Confectionery,,3,budget
19,18,85,Pantry Staples and Packaged Goods,,3,outside
19,18,85,Seafood,SF-SHL-009,2,budget
19,18,85,Frozen Foods,,3,budget
19,18,85,Bakery and Bread,,3,budget
19,18,85,Beverages (Non-Alcoholic),,2,budget
19,18,85,Alcoholic Beverages,,1,budget
19,18,85,Snacks and Confectionery,,1,budget
19,18,239,Dairy and Eggs,,3,outside
19,18,239,Meat and Poultry,,4,outside
19,18,239,Frozen Foods,,5,outside
19,18,239,Personal Care and Health,PH-HYG-003,1,budget
19,19,13,Frozen Foods,,2,outside
19,19,13,Pantry Staples and Packaged Goods,PP-CNG-004,1,stockout
19,19,13,Pantry Staples and Packaged Goods,PP-CNG-006,1,budget
19,19,13,Snacks and Confectionery,,2,budget
19,19,13,Seafood,,2,budget
19,19,25,Pantry Staples and Packaged Goods,,6,outside
19,19,25,Frozen Foods,,4,outside
19,19,25,Meat and Poultry,,2,outside
19,19,25,Dairy and Eggs,DE-CRE-009,5,stockout
19,19,86,Snacks and Confectionery,,1,outside
19,19,86,Frozen Foods,,4,outside
19,19,86,Bakery and Bread,,1,outside
19,19,86,Pantry Staples and Packaged Goods,,2,outside
19,19,86,Fresh Produce,,2,outside
19,19,86,Meat and Poultry,,1,outside
19,19,92,Pantry Staples and Packaged Goods,,2,outside
19,19,92,Frozen Foods,,2,outside
19,19,92,Meat and Poultry,,2,outside
19,19,100,Bakery and Bread,,10,outside
19,19,100,Dairy and Eggs,,12,outside
19,19,100,Meat and Poultry,,3,outside
19,19,100,Frozen Foods,,4,outside
19,19,100,Fresh Produce,,5,outside
19,19,102,Bakery and Bread,,5,outside
19,19,102,Beverages (Non-Alcoholic),,1,outside
19,19,102,Dairy and Eggs,,9,outside
19,19,102,Pantry Staples and Packaged Goods,,5,outside
19,19,102,Snacks and Confectionery,,1,outside
19,19,203,Frozen Foods,,3,outside
19,19,203,Snacks and Confectionery,SC-CAN-011,1,budget
19,19,203,Beverages (Non-Alcoholic),,2,budget
19,19,203,Pantry Staples and Packaged Goods,,4,budget
19,19,203,Bakery and Bread,,4,budget
19,19,203,Fresh Produce,,3,budget
19,19,203,Meat and Poultry,,1,budget
19,20,61,Beverages (Non-Alcoholic),,1,closed
19,20,61,Frozen Foods,,2,closed
19,20,61,Fresh Produce,,6,closed
19,20,61,Bakery and Bread,,4,closed
19,20,61,Pantry Staples and Packaged Goods,,4,closed
19,20,61,Meat and Poultry,,2,closed
19,20,61,Dairy and Eggs,,3,closed
19,22,98,Fresh Produce,,9,closed
19,22,98,Pantry Staples and Packaged Goods,,6,closed
19,22,98,Seafood,,4,closed
19,22,98,Bakery and Bread,,13,closed
19,22,98,Dairy and Eggs,,9,closed
19,22,98,Frozen Foods,,5,closed
19,22,98,Meat and Poultry,,4,closed
20,7,27,Snacks and Confectionery,,2,closed
20,7,27,Dairy and Eggs,,9,closed
20,7,27,Bakery and Bread,,3,closed
20,7,27,Fresh Produce,,5,closed
20,7,27,Pantry Staples and Packaged Goods,,4,closed
20,7,27,Frozen Foods,,1,closed
20,7,27,Meat and Poultry,,1,closed
20,7,27,Household and Cleaning Supplies,,1,closed
20,7,27,Personal Care and Health,,1,closed
20,7,119,Dairy and Eggs,,60,closed
20,7,119,Seafood,,1,closed
20,7,119,Pantry Staples and Packaged Goods,,9,closed
20,7,119,Bakery and Bread,,8,closed
20,7,119,Meat and Poultry,,5,closed
20,7,119,Beverages (Non-Alcoholic),,1,closed
20,7,119,Frozen Foods,,3,closed
20,7,119,Fresh Produce,,5,closed
20,7,119,Personal Care and Health,,1,closed
20,8,36,Frozen Foods,,3,outside
20,8,36,Meat and Poultry,,1,outside
20,8,36,Pantry Staples and Packaged Goods,,1,outside
20,8,36,Personal Care and Health,PH-HYG-012,1,budget
20,8,36,Bakery and Bread,,3,budget
20,8,36,Dairy and Eggs,,3,budget
20,8,171,Dairy and Eggs,,4,outside
20,8,171,Beverages (Non-Alcoholic),BN-COF-009,1,budget
20,8,226,Dairy and Eggs,,3,outside
20,8,226,Frozen Foods,,3,outside
20,8,226,Alcoholic Beverages,,1,outside
20,9,1,Beverages (Non-Alcoholic),BN-JUI-006,2,budget
20,9,1,Pantry Staples and Packaged Goods,,8,budget
20,9,1,Personal Care and Health,,1,budget
20,9,1,Seafood,,2,budget
20,9,1,Snacks and Confectionery,,2,budget
20,9,117,Meat and Poultry,,4,outside
20,9,132,Bakery and Bread,,9,outside
20,9,132,Dairy and Eggs,,10,outside
20,9,132,Frozen Foods,,3,outside
20,9,132,Pantry Staples and Packaged Goods,,5,outside
20,9,151,Snacks and Confectionery,SC-CHO-012,1,budget
20,10,17,Bakery and Bread,,2,outside
20,10,17,Beverages (Non-Alcoholic),,1,outside
20,10,17,Frozen Foods,,2,outside
20,10,17,Meat and Poultry,MP-PRM-009,1,stockout
20,10,17,Seafood,,1,outside
20,10,21,Dairy and Eggs,,9,outside
20,10,55,Beverages (Non-Alcoholic),BN-BTW-009,5,budget
20,10,63,Dairy and Eggs,DE-CRE-009,7,budget
20,10,63,Seafood,,3,budget
20,10,63,Fresh Produce,,9,budget
20,10,63,Meat and Poultry,,3,budget
20,10,63,Personal Care and Health,,1,budget
20,10,196,Bakery and Bread,,4,outside
20,10,196,Beverages (Non-Alcoholic),,4,outside
20,10,196,Dairy and Eggs,,6,outside
20,10,196,Frozen Foods,,4,outside
20,10,196,Meat and Poultry,,3,outside
20,10,196,Pantry Staples and Packaged Goods,,3,outside
20,10,196,Snacks and Confectionery,SC-SAV-003,1,budget
20,10,196,Alcoholic Beverages,,1,budget
20,10,218,Pantry Staples and Packaged Goods,PP-CNG-007,3,budget
20,10,218,Personal Care and Health,,1,budget
20,10,218,Snacks and Confectionery,,1,budget
20,10,218,Seafood,,1,budget
20,11,243,Dairy and Eggs,,9,outside
20,11,243,Frozen Foods,,8,outside
20,12,78,Seafood,,1,outside
20,12,78,Fresh Produce,,2,outside
20,12,78,Frozen Foods,,1,outside
20,12,94,Pantry Staples and Packaged Goods,PP-CNG-007,3,stockout
20,12,94,Pantry Staples and Packaged Goods,PP-CNG-005,3,budget
20,12,94,Bakery and Bread,,4,budget
20,12,94,Dairy and Eggs,,13,budget
20,12,94,Frozen Foods,,4,budget
20,13,38,Bakery and Bread,BB-PAS-007,3,budget
20,13,38,Dairy and Eggs,,12,budget
20,13,38,Fresh Produce,,8,budget
20,13,38,Seafood,,2,budget
20,13,38,Snacks and Confectionery,,1,budget
20,13,76,Dairy and Eggs,,10,outside
20,13,76,Bakery and Bread,BB-BKG-007,3,stockout
20,13,76,Seafood,,2,outside
20,13,76,Fresh Produce,,8,outside
20,13,76,Meat and Poultry,,3,outside
20,13,76,Pantry Staples and Packaged Goods,,1,outside
20,14,108,Frozen Foods,,1,outside
20,14,108,Pantry Staples and Packaged Goods,PP-CNG-006,2,stockout
20,14,108,Pantry Staples and Packaged Goods,PP-CNG-004,2,budget
20,14,108,Snacks and Confectionery,,3,budget
20,14,108,Meat and Poultry,,4,budget
20,14,108,Bakery and Bread,,7,budget
20,14,108,Personal Care and Health,,1,budget
20,16,18,Bakery and Bread,,4,outside
20,16,18,Dairy and Eggs,,3,outside
20,16,18,Meat and Poultry,,3,outside
20,16,18,Snacks and Confectionery,,1,outside
20,16,81,Fresh Produce,FP-VEG-007,3,budget
20,16,179,Frozen Foods,,4,outside
20,16,179,Alcoholic Beverages,AB-WIN-011,1,budget
20,16,179,Personal Care and Health,,1,budget
20,16,190,Frozen Foods,,3,outside
20,16,190,Seafood,SF-SHL-009,1,stockout
20,16,190,Seafood,,1,outside
20,16,190,Meat and Poultry,MP-CHI-007,2,budget
20,17,8,Bakery and Bread,,9,outside
20,17,8,Frozen Foods,,2,outside
20,17,8,Meat and Poultry,,7,outside
20,17,8,Seafood,,2,outside
20,17,8,Snacks and Confectionery,SC-SAV-010,1,budget
20,17,8,Dairy and Eggs,,8,budget
20,17,8,Pantry Staples and Packaged Goods,,7,budget
20,17,98,Dairy and Eggs,,4,outside
20,17,98,Pantry Staples and Packaged Goods,,2,outside
20,17,98,Seafood,,2,outside
20,17,98,Meat and Poultry,,2,outside
20,17,146,Pantry Staples and Packaged Goods,,2,outside
20,17,146,Beverages (Non-Alcoholic),,1,outside
20,17,235,Frozen Foods,,1,outside
20,17,235,Seafood,,1,outside
20,17,235,Dairy and Eggs,,3,outside
20,18,103,Pantry Staples and Packaged Goods,PP-PAS-011,3,budget
20,18,103,Snacks and Confectionery,,1,budget
20,18,103,Fresh Produce,,4,budget
20,18,103,Dairy and Eggs,,6,budget
20,18,103,Bakery and Bread,,3,budget
20,18,103,Frozen Foods,,3,budget
20,18,169,Dairy and Eggs,,5,outside
20,18,169,Beverages (Non-Alcoholic),,5,outside
20,18,169,Meat and Poultry,,1,outside
20,18,169,Seafood,,1,outside
20,18,169,Household and Cleaning Supplies,HC-PAP-012,1,budget
20,18,257,Seafood,,1,outside
20,18,257,Snacks and Confectionery,SC-NUT-011,2,budget
20,18,257,Bakery and Bread,,2,budget
20,18,257,Beverages (Non-Alcoholic),,2,budget
20,18,257,Frozen Foods,,3,budget
20,18,257,Dairy and Eggs,,2,budget
20,18,257,Fresh Produce,,1,budget
20,20,51,Alcoholic Beverages,,1,closed
20,20,51,Bakery and Bread,,5,closed
20,20,51,Beverages (Non-Alcoholic),,5,closed
20,20,51,Dairy and Eggs,,12,closed
20,20,51,Fresh Produce,,4,closed
20,20,51,Frozen Foods,,5,closed
20,20,51,Household and Cleaning Supplies,,1,closed
20,20,51,Meat and Poultry,,5,closed
20,20,51,Pantry Staples and Packaged Goods,,3,closed
20,20,51,Personal Care and Health,,1,closed
20,20,51,Seafood,,2,closed
20,20,51,Snacks and Confectionery,,1,closed
20,20,185,Bakery and Bread,,11,closed
20,20,185,Fresh Produce,,2,closed
20,20,185,Frozen Foods,,4,closed
20,22,198,Meat and Poultry,,1,closed
20,22,198,Seafood,,2,closed
20,22,198,Pantry Staples and Packaged Goods,,5,closed
20,22,198,Beverages (Non-Alcoholic),,3,closed
20,22,198,Fresh Produce,,4,closed
20,22,198,Frozen Foods,,2,closed
21,7,8,Dairy and Eggs,,9,closed
21,7,8,Snacks and Confectionery,,1,closed
21,7,8,Pantry Staples and Packaged Goods,,8,closed
21,8,180,Dairy and Eggs,DE-CRE-009,6,stockout
21,9,102,Bakery and Bread,,8,outside
21,9,102,Dairy and Eggs,,6,outside
21,9,102,Pantry Staples and Packaged Goods,PP-CNG-004,8,budget
21,9,102,Fresh Produce,,11,budget
21,9,102,Frozen Foods,,8,budget
21,9,102,Beverages (Non-Alcoholic),,1,budget
21,9,102,Seafood,,1,budget
21,9,128,Snacks and Confectionery,SC-CAN-012,1,budget
21,9,128,Household and Cleaning Supplies,,1,budget
21,9,128,Meat and Poultry,,4,budget
21,9,128,Seafood,,1,budget
21,9,155,Dairy and Eggs,,9,outside
21,9,155,Frozen Foods,FF-ICE-008,4,stockout
21,9,155,Frozen Foods,,4,outside
21,9,155,Meat and Poultry,,3,outside
21,9,155,Personal Care and Health,PH-TOI-012,1,stockout
21,9,155,Personal Care and Health,PH-WEL-012,1,budget
21,9,155,Seafood,,2,budget
21,9,155,Beverages (Non-Alcoholic),,2,budget
21,9,155,Fresh Produce,,5,budget
21,9,199,Frozen Foods,,3,outside
21,9,199,Meat and Poultry,,4,outside
21,9,199,Pantry Staples and Packaged Goods,,2,outside
21,9,199,Personal Care and Health,PH-OTC-012,1,budget
21,10,215,Beverages (Non-Alcoholic),BN-COF-009,1,budget
21,10,215,Fresh Produce,,5,budget
21,10,215,Pantry Staples and Packaged Goods,,2,budget
21,10,215,Dairy and Eggs,,10,budget
21,11,118,Snacks and Confectionery,SC-CHO-003,1,budget
21,11,245,Bakery and Bread,,4,outside
21,11,245,Frozen Foods,,7,outside
21,11,245,Pantry Staples and Packaged Goods,,5,outside
21,11,245,Fresh Produce,FP-VEG-007,6,budget
21,11,245,Dairy and Eggs,,3,budget
21,11,245,Beverages (Non-Alcoholic),,4,budget
21,12,79,Dairy and Eggs,,1,outside
21,13,95,Pantry Staples and Packaged Goods,PP-PAS-011,1,stockout
21,13,95,Pantry Staples and Packaged Goods,PP-CNG-007,1,budget
21,13,95,Seafood,,1,budget
21,13,95,Personal Care and Health,,1,budget
21,13,95,Dairy and Eggs,,18,budget
21,13,95,Meat and Poultry,,3,budget
21,13,95,Snacks and Confectionery,,1,budget
21,13,95,Frozen Foods,,4,budget
21,13,95,Bakery and Bread,,6,budget
21,13,95,Fresh Produce,,2,budget
21,13,95,Beverages (Non-Alcoholic),,1,budget
21,13,103,Dairy and Eggs,DE-CRE-007,1,stockout
21,13,103,Dairy and Eggs,DE-YOG-008,1,budget
21,13,103,Fresh Produce,,5,budget
21,13,103,Pantry Staples and Packaged Goods,,7,budget
21,13,103,Snacks and Confectionery,,1,budget
21,13,103,Bakery and Bread,,4,budget
21,13,103,Frozen Foods,,3,budget
21,15,51,Bakery and Bread,,2,outside
21,15,51,Dairy and Eggs,,5,outside
21,15,51,Frozen Foods,,2,outside
21,15,51,Snacks and Confectionery,SC-COO-002,1,budget
21,15,230,Bakery and Bread,,5,outside
21,15,230,Frozen Foods,,2,outside
21,15,230,Personal Care and Health,PH-WEL-012,1,budget
21,16,22,Dairy and Eggs,,4,outside
21,16,22,Frozen Foods,,1,outside
21,16,22,Pantry Staples and Packaged Goods,,2,outside
21,16,137,Dairy and Eggs,,4,outside
21,16,137,Frozen Foods,,1,outside
21,16,137,Seafood,,1,outside
21,16,137,Beverages (Non-Alcoholic),,2,outside
21,17,63,Dairy and Eggs,,1,outside
21,17,63,Seafood,SF-FFF-009,2,budget
21,17,63,Fresh Produce,,10,budget
21,17,63,Meat and Poultry,,4,budget
21,17,63,Personal Care and Health,,1,budget
21,17,174,Snacks and Confectionery,SC-CHO-012,2,budget
21,17,204,Beverages (Non-Alcoholic),BN-COF-004,2,budget
21,17,204,Dairy and Eggs,,7,budget
21,17,204,Meat and Poultry,,4,budget
21,18,40,Bakery and Bread,,5,outside
21,18,40,Frozen Foods,,5,outside
21,18,40,Seafood,,1,outside
21,18,40,Alcoholic Beverages,AB-WIN-005,1,budget
21,18,64,Dairy and Eggs,,4,outside
21,18,64,Frozen Foods,,7,outside
21,18,64,Bakery and Bread,,1,outside
21,18,246,Fresh Produce,FP-VEG-008,2,budget
21,18,253,Bakery and Bread,,10,outside
21,18,253,Dairy and Eggs,DE-CRE-009,1,stockout
21,18,253,Dairy and Eggs,,1,outside
21,18,253,Frozen Foods,,3,outside
21,18,253,Seafood,,1,outside
21,19,141,Fresh Produce,FP-HER-009,4,budget
21,19,141,Frozen Foods,,3,budget
21,19,141,Meat and Poultry,,2,budget
21,19,141,Pantry Staples and Packaged Goods,,3,budget
21,19,141,Seafood,,1,budget
21,19,141,Snacks and Confectionery,,1,budget
21,19,146,Meat and Poultry,,1,outside
21,19,146,Bakery and Bread,,1,outside
21,20,73,Bakery and Bread,,12,closed
21,20,73,Beverages (Non-Alcoholic),,6,closed
21,20,73,Dairy and Eggs,,24,closed
21,20,73,Fresh Produce,,9,closed
21,20,73,Meat and Poultry,,3,closed
21,20,73,Frozen Foods,,2,closed
21,20,73,Seafood,,8,closed
21,20,73,Alcoholic Beverages,,1,closed
21,20,73,Snacks and Confectionery,,1,closed
21,20,73,Pantry Staples and Packaged Goods,,5,closed
22,6,50,Alcoholic Beverages,,1,closed
22,6,50,Pantry Staples and Packaged Goods,,12,closed
22,7,134,Meat and Poultry,,4,closed
22,7,134,Fresh Produce,,3,closed
22,7,134,Pantry Staples and Packaged Goods,,4,closed
22,7,134,Dairy and Eggs,,14,closed
22,7,134,Bakery and Bread,,5,closed
22,7,134,Beverages (Non-Alcoholic),,2,closed
22,7,134,Seafood,,3,closed
22,7,134,Frozen Foods,,3,closed
22,8,130,Bakery and Bread,BB-PAS-007,3,budget
22,8,130,Seafood,,3,budget
22,8,130,Beverages (Non-Alcoholic),,2,budget
22,8,201,Bakery and Bread,,8,outside
22,8,201,Personal Care and Health,,1,outside
22,10,156,Seafood,,4,outside
22,10,156,Beverages (Non-Alcoholic),BN-JUI-006,1,stockout
22,10,156,Beverages (Non-Alcoholic),BN-BTW-003,1,budget
22,10,163,Pantry Staples and Packaged Goods,,5,outside
22,10,163,Dairy and Eggs,DE-MIL-009,3,stockout
22,10,163,Dairy and Eggs,DE-MIL-007,3,budget
22,10,163,Fresh Produce,,3,budget
22,10,163,Bakery and Bread,,4,budget
22,10,163,Frozen Foods,,2,budget
22,10,197,Beverages (Non-Alcoholic),,2,outside
22,11,202,Bakery and Bread,,4,outside
22,11,202,Frozen Foods,,3,outside
22,11,202,Beverages (Non-Alcoholic),BN-BTW-009,2,stockout
22,11,202,Seafood,SF-SPR-007,1,budget
22,11,202,Meat and Poultry,,1,budget
22,13,161,Household and Cleaning Supplies,HC-CAG-003,1,budget
22,13,161,Meat and Poultry,,4,budget
22,13,161,Pantry Staples and Packaged Goods,,3,budget
22,13,161,Personal Care and Health,,2,budget
22,13,161,Seafood,,2,budget
22,13,161,Snacks and Confectionery,,1,budget
22,15,29,Snacks and Confectionery,,2,outside
22,15,29,Meat and Poultry,,4,outside
22,16,1,Beverages (Non-Alcoholic),,2,outside
22,16,1,Fresh Produce,,2,outside
22,16,57,Pantry Staples and Packaged Goods,,6,outside
22,16,57,Fresh Produce,,4,outside
22,16,57,Bakery and Bread,,1,outside
22,16,138,Bakery and Bread,,2,outside
22,17,15,Fresh Produce,,4,outside
22,17,15,Beverages (Non-Alcoholic),,1,outside
22,18,80,Bakery and Bread,,2,outside
22,18,80,Frozen Foods,,3,outside
22,18,80,Meat and Poultry,,2,outside
22,18,114,Alcoholic Beverages,AB-SPI-006,1,budget
22,18,166,Fresh Produce,,2,outside
22,18,183,Beverages (Non-Alcoholic),,2,outside
22,18,183,Fresh Produce,,4,outside
22,18,183,Frozen Foods,,6,outside
22,18,183,Pantry Staples and Packaged Goods,PP-CNG-006,6,stockout
22,18,183,Pantry Staples and Packaged Goods,PP-CNG-007,5,stockout
22,18,183,Seafood,SF-SPR-004,2,budget
22,18,183,Snacks and Confectionery,,2,budget
22,18,251,Dairy and Eggs,,8,outside
22,19,17,Bakery and Bread,,4,outside
22,19,17,Dairy and Eggs,,8,outside
22,19,17,Beverages (Non-Alcoholic),,2,outside
22,19,17,Pantry Staples and Packaged Goods,,2,outside
22,19,17,Frozen Foods,,2,outside
22,19,33,Bakery and Bread,,2,outside
22,19,33,Dairy and Eggs,,5,outside
22,19,33,Fresh Produce,,6,outside
22,19,33,Meat and Poultry,,3,outside
22,19,33,Beverages (Non-Alcoholic),,2,outside
22,19,75,Snacks and Confectionery,,1,outside
22,19,141,Snacks and Confectionery,SC-CHO-002,1,budget
22,19,141,Dairy and Eggs,,5,budget
22,19,141,Beverages (Non-Alcoholic),,2,budget
22,19,204,Alcoholic Beverages,AB-WIN-005,1,budget
22,19,204,Fresh Produce,,4,budget
22,20,160,Alcoholic Beverages,,1,closed
22,20,160,Bakery and Bread,,2,closed
22,20,160,Beverages (Non-Alcoholic),,4,closed
22,20,160,Dairy and Eggs,,4,closed
22,20,160,Fresh Produce,,8,closed
22,20,160,Frozen Foods,,5,closed
22,20,160,Household and Cleaning Supplies,,1,closed
22,20,160,Meat and Poultry,,5,closed
22,20,160,Pantry Staples and Packaged Goods,,4,closed
22,20,160,Personal Care and Health,,1,closed
22,20,160,Seafood,,1,closed
22,20,160,Snacks and Confectionery,,1,closed
22,20,219,Pantry Staples and Packaged Goods,,6,closed
22,22,42,Beverages (Non-Alcoholic),,3,closed
22,22,42,Meat and Poultry,,8,closed
22,22,42,Household and Cleaning Supplies,,1,closed
22,22,42,Seafood,,2,closed
22,22,42,Dairy and Eggs,,20,closed
22,22,110,Snacks and Confectionery,,1,closed
22,23,109,Dairy and Eggs,,21,closed
23,1,80,Bakery and Bread,,6,closed
23,1,80,Fresh Produce,,5,closed
23,1,80,Pantry Staples and Packaged Goods,,7,closed
23,1,80,Dairy and Eggs,,8,closed
23,1,80,Snacks and Confectionery,,2,closed
23,1,80,Beverages (Non-Alcoholic),,4,closed
23,1,80,Frozen Foods,,3,closed
23,1,80,Meat and Poultry,,2,closed
23,8,24,Dairy and Eggs,DE-MIL-007,7,stockout
23,8,24,Dairy and Eggs,DE-MIL-009,7,budget
23,8,24,Beverages (Non-Alcoholic),,5,budget
23,8,24,Pantry Staples and Packaged Goods,,4,budget
23,8,97,Meat and Poultry,,3,outside
23,9,63,Meat and Poultry,,2,outside
23,9,140,Dairy and Eggs,,4,outside
23,9,140,Pantry Staples and Packaged Goods,,2,outside
23,9,164,Pantry Staples and Packaged Goods,,8,outside
23,9,173,Beverages (Non-Alcoholic),,2,outside
23,9,173,Dairy and Eggs,,6,outside
23,9,173,Bakery and Bread,,4,outside
23,9,173,Frozen Foods,,5,outside
23,9,173,Fresh Produce,,4,outside
23,9,222,Beverages (Non-Alcoholic),,2,outside
23,9,222,Fresh Produce,,8,outside
23,9,222,Personal Care and Health,,1,outside
23,11,58,Fresh Produce,FP-VEG-008,4,budget
23,11,250,Bakery and Bread,,4,outside
23,12,240,Meat and Poultry,,1,outside
23,13,141,Snacks and Confectionery,SC-CHO-012,1,budget
23,13,141,Dairy and Eggs,,5,budget
23,14,9,Beverages (Non-Alcoholic),,2,outside
23,14,9,Pantry Staples and Packaged Goods,,8,outside
23,14,9,Dairy and Eggs,DE-CRE-007,1,stockout
23,14,9,Meat and Poultry,MP-PRM-006,3,budget
23,14,9,Fresh Produce,,2,budget
23,14,9,Snacks and Confectionery,,1,budget
23,14,84,Pantry Staples and Packaged Goods,,5,outside
23,14,84,Fresh Produce,,8,outside
23,14,84,Bakery and Bread,,2,outside
23,14,84,Meat and Poultry,,1,outside
23,14,93,Beverages (Non-Alcoholic),,1,outside
23,14,93,Fresh Produce,,3,outside
23,14,177,Frozen Foods,,3,outside
23,14,177,Meat and Poultry,,4,outside
23,15,117,Beverages (Non-Alcoholic),,5,outside
